name,code,descripcion,bin,interval_mun,cells_mun
a1101-Sí,accidente_ultimo_12meses-1,,8,9.1%:20.0%,"{01009,09002,09004,09009,11015,11019,11037,12038,13003,13045,13073,15020,15021,15025,15026,15109,15119,15121,16102,21156,22006,25005,27006,27008,29015,29039,29048,30044,30102,32020}"
a1101-No,accidente_ultimo_12meses-2,,1,79.9%:90.8%,"{01009,07107,09002,09004,09009,11015,11019,11037,12038,13003,13045,13073,15020,15021,15025,15026,15109,15119,15121,16102,21156,22006,25005,27006,27008,29015,29039,29048,30044,30102,30193,32020}"
a1101-No,accidente_ultimo_12meses-2,,2,90.8%:92.3%,"{06002,09008,09010,09011,10005,11005,11022,11026,11041,12001,12062,13048,14039,15007,15031,15095,15100,15118,17006,17024,18002,19047,20318,20498,20545,21055,24013,24028,25001,26030,28022,30032,30118}"
a1101-No,accidente_ultimo_12meses-2,,3,92.3%:93.8%,"{03002,07015,09005,09006,09007,10038,11004,11012,11023,11030,11039,12011,13002,14120,15042,15120,17007,17032,19048,21114,22014,22017,23004,24050,26018,27002,29033,30105,32017}"
a1101-No,accidente_ultimo_12meses-2,,4,93.8%:95.2%,"{01001,04004,05018,07044,07046,07051,09013,10021,11020,12055,12075,13051,15013,15033,15040,15070,15105,15106,17004,18009,19031,20025,21071,21197,23005,23007,24021,24035,25006,25011,25015,26055,27004,29027,31092,31102}"
a1101-No,accidente_ultimo_12meses-2,,5,95.2%:95.9%,"{03008,05030,07005,08037,09003,09012,09015,09017,11007,11031,11033,13056,14079,15058,15088,17008,19026,20107,21126,24020,27013,28003,28029,30025,30192,31040,32048}"
a1101-No,accidente_ultimo_12meses-2,,6,95.9%:96.8%,"{03003,04001,05035,06001,06007,07019,07076,08019,11002,11028,11043,12030,13017,13067,13076,14053,14098,15009,15037,15051,15084,15122,16053,16082,16088,17015,20075,22016,24003,26002,26043,27005,30141,32008}"
a1101-No,accidente_ultimo_12meses-2,,7,96.8%:97.6%,"{01002,03001,05017,06005,06010,09016,10012,10033,11017,14046,15104,16029,16033,16068,19012,20408,20516,21144,22002,22011,22012,27009,29001,29013,30117,31029,31050,31068}"
a1101-No,accidente_ultimo_12meses-2,,8,97.6%:100.0%,"{01005,02001,02002,02004,02006,04002,04003,04009,05002,05020,05025,06009,07061,07078,07099,07101,08011,08013,08050,09014,10007,10022,11013,11025,11032,11044,12029,12051,13028,13029,14044,14097,14101,14122,15054,15057,15060,15067,15081,16023,16052,16061,16112,17011,17020,17029,18006,18011,18014,18017,18020,19006,19021,19039,19046,20030,20184,20385,20515,21019,21115,21207,22001,22008,23001,23008,24033,24053,25004,25010,25012,25017,26035,27001,28009,28032,28038,28041,29005,29008,29019,29025,29038,29043,30069,30155,31041,31096,32010,32029,32031,32038,32040,32053}"
a1101-No responde,accidente_ultimo_12meses-8,,1,-0.1%:4.4%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
a1101-No sabe,accidente_ultimo_12meses-9,,1,-0.1%:4.4%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,1,-0.001:10.0,"{05025,07005,07015,07044,07061,07078,07099,08011,08013,12030,12051,12062,15042,15088,15105,16061,16112,17020,17029,19006,19047,20025,20318,20408,20498,21055,21126,21207,27006,30069,30105,30155,31096}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,2,10.0:14.0,"{07046,07051,07107,08050,09004,11025,11030,11033,12011,12075,15007,15020,15040,15054,15100,15119,16023,17006,19046,20107,20385,20545,23007,24033,24050,27002,27005,29005,29008,29013,29039,29048,30025,30044,31092}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,3,14.0:17.0,"{05002,05018,07019,10022,11005,11019,11023,11031,11032,11039,11043,13045,15009,15070,15084,15122,17024,17032,18009,21019,21156,21197,22008,27001,29027,29038,29043,31040}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,4,17.0:20.0,"{04001,06001,09009,11026,11041,13002,13017,13051,13056,15095,16033,17011,19031,20075,20184,21071,21115,21144,22002,23001,24020,25004,25005,28029,29019,29025,30117,30118,30192,31029,31068,32053}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,5,20.0:24.0,"{07076,11004,11028,12029,13028,13029,13067,13073,14044,15025,15067,15118,16029,16052,16088,17008,17015,20515,21114,24053,25015,25017,26055,27008,28009,30102,30141,32008,32038,32040}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,6,24.0:27.2,"{05020,07101,10033,11013,11037,12001,12038,13003,13076,14053,15051,15120,16068,16102,22001,22006,22011,22012,22016,22017,24003,25010,26002,26035,28041,29001,30032,31041,31102,32029}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,7,27.2:32.0,"{01009,02001,02006,03001,04004,04009,05017,06005,08019,10021,10038,11012,11022,11044,12055,14097,14098,14120,15026,15104,16082,19021,19048,20516,23008,25012,26043,27009,28038,29033,30193,32020,32031}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,8,32.0:40.6,"{01002,03002,09016,10007,11002,11015,13048,14039,14046,14101,15021,15031,15037,15060,15106,15121,17004,18002,18006,18011,19012,20030,24013,24021,25001,25011,29015,32010,32048}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,9,40.6:69.8,"{01005,04003,05030,06002,06009,09003,09008,09012,09014,09015,09017,10012,14079,14122,15013,15057,15081,15109,16053,18014,18020,19026,19039,23004,24035,26018,27004,27013,28022,28032,31050}"
h0112-dentro de la vivienda?,agua_entubada_vivienda-1,,10,69.8:287.0,"{01001,02002,02004,03003,03008,04002,05035,06007,06010,08037,09002,09005,09006,09007,09010,09011,09013,10005,11007,11017,11020,15033,15058,17007,18017,22014,23005,24028,25006,26030,28003,32017}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,1,-0.001:1.0,"{01002,01009,02001,02002,05002,05018,05020,05025,07101,08011,08013,08019,08037,08050,09003,09014,09016,10022,10038,11012,11032,11044,13048,13051,13076,14039,14044,14046,14053,14079,14097,14098,14120,14122,15051,15054,15121,16023,16053,16102,17008,17011,18006,18020,19006,19012,19026,19031,19039,19046,19048,20184,20385,22001,22006,22016,23001,24013,24053,25001,25005,25006,25012,25015,26002,26018,26030,26035,26043,26055,28003,28009,28032,28041,29005,29038,29043,30155,30193,31041,32040,32053}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,2,1.0:2.0,"{06007,15021,15057,15070,15084,16082,17029,18011,19021,19047,25010,28038,30141,32038}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,3,2.0:4.0,"{02004,05017,05030,06002,06009,09004,09005,09015,09017,10007,10021,11004,11026,11031,11041,12075,13029,13056,14101,15013,15020,15095,15109,15118,15120,16088,16112,20030,22014,23008,24003,24020,24035,25011,28029,29039,30192,31050,32020,32031}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,4,4.0:5.0,"{01001,06005,06010,07005,09002,10005,11022,11028,12038,12055,13017,15081,15104,16052,16068,18002,22012,24028,29027,30044,32008,32029}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,5,5.0:7.0,"{01005,03001,03002,05035,07015,07051,07076,09008,09012,11005,11013,13003,13045,13073,15031,15040,15058,17024,17032,18017,20107,20515,20516,21126,22011,22017,23007,27008,29019,30069,31040,32048}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,6,7.0:10.0,"{02006,06001,07019,09006,10012,10033,11019,11033,11037,13028,13067,15060,15100,15106,15122,16029,17007,17015,17020,20075,20545,21071,21144,22002,22008,23004,24050,25017,27009,29001,29008,29033,30032,30102,30105,30118,31102}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,7,10.0:13.0,"{03003,03008,04002,09011,11002,11015,11017,11023,11025,11030,11039,11043,12030,12062,15009,15025,15026,15067,15088,15105,16061,17006,20318,20498,21055,21156,21197,23005,29015,29025,30025}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,8,13.0:18.0,"{07078,07107,09009,09010,09013,12001,12011,12029,12051,15033,15037,16033,18009,18014,20025,21019,21114,21115,24033,27001,27005,28022,29048,31029,31068}"
h0112-solo en el terreno?,agua_entubada_vivienda-2,,9,18.0:60.0,"{04001,04003,04004,04009,07044,07046,07061,07099,09007,11007,11020,13002,15007,15042,15119,17004,20408,21207,24021,25004,27002,27004,27006,27013,29013,30117,31092,31096,32010,32017}"
h0112-no tiene agua entubada?,agua_entubada_vivienda-3,,1,-0.001:1.0,"{01001,01002,01009,02001,02002,02004,03001,03003,04001,04002,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07015,07044,07051,07061,07076,07101,08011,08013,08019,08037,08050,09002,09003,09005,09006,09007,09008,09009,09010,09011,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11017,11019,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11044,12038,12055,13002,13003,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14120,15007,15009,15013,15020,15021,15025,15026,15031,15037,15051,15054,15057,15058,15067,15070,15081,15095,15100,15104,15106,15109,15118,15120,15121,15122,16023,16029,16052,16053,16068,16082,16088,16102,17006,17007,17008,17011,17015,17024,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19048,20030,20075,20184,20408,20515,20516,20545,21019,21115,21156,22001,22006,22008,22011,22012,22016,22017,23001,23004,23007,23008,24003,24013,24020,24028,24033,24035,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26035,26043,26055,27001,27008,27009,28003,28009,28022,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30102,30105,30117,30118,30141,30192,30193,31029,31040,31041,31050,31068,31092,31096,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h0112-no tiene agua entubada?,agua_entubada_vivienda-3,,2,1.0:2.0,"{07107,11043,12011,15042,15088,15119,21207,24021,27005,28029}"
h0112-no tiene agua entubada?,agua_entubada_vivienda-3,,3,2.0:5.0,"{01005,02006,04003,07019,07046,07078,09004,09012,11015,12029,12075,13017,14101,14122,15033,15040,16033,17004,17020,20107,20318,20385,20498,21055,23005,24050,27004,27013,31102}"
h0112-no tiene agua entubada?,agua_entubada_vivienda-3,,4,5.0:45.0,"{03002,03008,04004,07005,07099,11020,12001,12030,12051,12062,15060,15084,15105,16061,16112,17029,17032,19047,20025,21071,21114,21126,21144,21197,22002,22014,26030,27002,27006,30069,30155}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,1,1.999:10.0,"{01009,03001,05025,07015,07019,08011,08013,08050,09004,10022,11033,12011,13076,14122,15020,15088,15100,16023,16033,17011,17020,17029,19006,19047,21071,22006,24003,24033,24050,24053,26055,27008,29039,29043,30032,30044,30105,32053}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,2,10.0:13.4,"{02001,09011,10021,13056,14097,15040,15051,15054,15118,15120,15122,17015,17024,19046,20107,20545,21126,22008,25005,29005,29019,29027,30193,32008,32040}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,3,13.4:17.0,"{02006,05002,05018,05020,06001,07051,07076,11005,11026,11030,11031,11032,11041,12062,12075,13029,13051,14044,15033,15037,15070,15119,16029,17008,20385,20498,22001,22012,23001,23007,25010,25015,27001,27005,28041,29008,29038,32029,32038}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,4,17.0:20.0,"{07005,09009,11028,11043,13045,14098,15025,15084,15095,19021,19031,20184,20515,21019,21115,25001,25011,25012,26002,29025,30025,30141,31040,31041,31068}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,5,20.0:23.0,"{03002,05017,07101,09002,10033,11023,11025,11039,12055,13002,13028,13067,15009,15021,15104,16052,16082,16102,17006,20030,20318,21144,21156,22016,24013,26035,27004,27013,28009,28029,28038,29013,29048,30118,30192}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,6,23.0:26.0,"{07061,07107,09003,11004,11012,11019,12030,12038,13003,13017,14046,14101,15026,15042,15057,15067,15105,15121,16068,16088,17032,20075,21055,22002,22017,24020,25017,26043,29001,30069,30102,32020}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,7,26.0:29.0,"{07078,08019,09016,10038,11013,11022,11044,12029,13048,13073,14053,14120,15058,15060,15106,16061,16112,18002,18006,18009,19012,20408,21207,22011,27002,27006,29015,31029,32031}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,8,29.0:35.0,"{01002,01005,06005,07044,07046,11015,11037,12001,12051,14039,15007,15013,15031,15109,18011,19048,20025,20516,21114,21197,23008,24035,27009,29033,30117,31092,31096,31102}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,9,35.0:56.0,"{03008,04001,04004,06009,07099,09006,09008,09012,09013,09014,09015,10007,10012,11002,14079,15081,16053,17004,17007,18020,19026,19039,24021,25004,26018,28022,28032,30155,31050,32010,32048}"
h0803-Nunca (0 veces en las últimas 4 semanas),agua_lavar_ropa-1,,10,56.0:236.0,"{01001,02002,02004,03003,04002,04003,04009,05030,05035,06002,06007,06010,08037,09005,09007,09010,09017,10005,11007,11017,11020,18014,18017,22014,23004,23005,24028,25006,26030,28003,32017}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,1,-0.001:1.0,"{01002,02001,02006,05002,05025,05030,07046,07078,07101,08019,08050,09004,10012,10038,11019,11032,11033,11044,12030,12051,12075,13017,13045,13051,14053,15009,15070,16023,16052,16088,16102,18020,19006,19026,19031,19039,19046,19047,19048,20025,20184,20318,21055,23004,24020,25004,28009,29001,29005,29038,30025,30069,30192,31040,31092,31096,32031,32038}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,2,1.0:2.0,"{05018,06010,07005,07019,07044,08013,10007,10022,11004,11005,11026,11037,12055,12062,13056,13073,15021,15031,15054,15118,15119,16061,17006,17020,17029,18002,18009,20516,21207,23007,27006,27009,28029,30118,30155,31102}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,3,2.0:2.6,{}
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,4,2.6:3.0,"{01005,06001,06009,07061,07076,08011,11012,11025,11030,11031,12011,13076,14039,14046,14098,14120,15020,15040,16033,16068,16082,16112,17008,17032,18011,20385,20408,20498,21019,22016,23001,23008,24053,25005,25006,25017,26018,26035,26043,27001,28032,30117,30141,32040}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,5,3.0:4.0,"{06005,07015,07051,07107,09003,09015,09017,11017,11023,11041,15007,15067,15084,15106,19012,20075,20107,20545,21071,22011,22017,24013,24050,25012,25015,26002,27013,28022,28041,29008,29048,30044,30102,32053}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,6,4.0:5.0,"{03001,07099,09009,11028,12038,13003,13048,15042,15095,17004,17007,21114,21156,21197,22001,22002,29027,29039,30105,31041,32020}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,7,5.0:6.0,"{08037,09008,09014,09016,11002,11022,11039,12029,13029,13067,14079,14097,15088,15104,15105,21126,21144,24021,25010,27002,27005,27008,28038,29013,29019,29025,29033,29043,31029,32048}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,8,6.0:9.0,"{01009,02002,03002,04002,05017,05020,06002,09010,09011,09012,10033,11013,11043,12001,13002,13028,14044,15025,15051,15060,15081,15100,15109,15121,15122,16029,16053,17015,18006,18014,19021,20030,20515,21115,23005,24003,24033,24035,26030,26055,29015,30193,32008,32010}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,9,9.0:12.0,"{09006,14101,15026,15057,15120,17011,17024,22006,22008,24028,25001,25011,28003,32017,32029}"
h0803-Raramente (1-2 veces en las últimas 4 semanas),agua_lavar_ropa-2,,10,12.0:80.0,"{01001,02004,03003,03008,04001,04003,04004,04009,05035,06007,09002,09005,09007,09013,10005,10021,11007,11015,11020,14122,15013,15033,15037,15058,18017,22012,22014,27004,30032,31050,31068}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,1,-0.001:0.4,"{02002,05002,05018,05025,05030,07046,08011,09016,10038,11004,11013,11022,11023,11028,11032,11044,12038,12051,12075,13073,14044,14053,14079,14120,15042,15054,15070,15081,15095,15105,16061,16088,16102,18020,19006,19026,19031,19039,19046,19048,20075,20184,20385,20498,21055,22016,23001,23004,23005,23008,24020,25004,27006,28009,28022,28029,29005,30069,30155,31092,31096,31102,32031}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,2,0.4:1.0,"{01002,04002,06009,06010,07019,07051,07078,08013,08019,08050,11017,11019,11026,11041,11043,13003,13028,13051,15013,15020,17006,17008,17032,19021,20025,20318,20515,22012,22017,25005,25015,25017,26018,26035,26043,26055,29038,30105,30118,31029,31050,31068}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,3,1.0:2.0,"{05020,06005,07015,07061,07101,09014,10007,10033,11002,11005,11025,11037,13017,13045,13048,13067,15009,15026,15067,15121,15122,16112,17004,17024,18009,18011,20107,20516,21144,21156,21207,22002,22011,23007,25010,28032,28038,28041,29008,29039,29048,30044,30102,30192,30193,32008,32038}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,4,2.0:3.0,"{05017,05035,06002,07005,07044,07107,09017,10022,11012,11031,11039,12029,13029,14039,14098,14101,15051,15084,15120,16068,17011,17020,17029,18002,18006,18014,19012,20408,22008,26002,27002,27009,29033,29043,30025,31040,31041,32020,32029,32048}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,5,3.0:4.0,"{02006,03001,03002,08037,09008,10005,10021,13002,13056,14046,15007,15040,15100,15104,15109,16023,16082,17015,20545,21114,21197,25001,28003,29001,29013,29027,30117,32053}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,6,4.0:6.0,"{04001,04004,06001,06007,07076,09010,09012,09015,11030,11033,12011,12030,12055,12062,13076,14097,15025,15031,15057,15088,15106,15118,15119,16052,21115,21126,22006,24003,24013,24035,25011,25012,29019,29025,30141,32040}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,7,6.0:9.0,"{01005,02001,04003,04009,07099,09003,09004,09009,10012,11015,14122,15060,16029,18017,19047,20030,21019,22001,24033,24053,25006,26030,27001,27005,29015,32010}"
h0803-A veces (3-10 veces en las últimas 4 semanas),agua_lavar_ropa-3,,8,9.0:39.0,"{01001,01009,02004,03003,03008,09002,09005,09006,09007,09011,09013,11007,11020,12001,15021,15033,15037,15058,16033,16053,17007,21071,22014,24021,24028,24050,27004,27008,27013,30032,32017}"
h0803-Frecuentemente (11-20 veces en las últimas 4 semana),agua_lavar_ropa-4,,1,-0.001:1.0,"{01002,02002,04001,05002,05017,05018,05020,05025,05030,05035,06002,06005,06007,06009,06010,07005,07015,07044,07046,07051,07061,07078,07101,07107,08011,08013,08019,08050,09014,09015,09016,09017,10005,10007,10012,10038,11002,11004,11005,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11037,11039,11043,11044,12030,12038,12051,12062,13003,13017,13028,13029,13045,13051,13067,13073,14039,14044,14046,14053,14101,14120,15021,15040,15042,15051,15054,15070,15081,15088,15095,15105,15109,16029,16052,16053,16061,16068,16082,16088,16112,17004,17006,17024,17029,17032,18006,18009,18014,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20184,20318,20385,20408,20498,20515,20516,21019,21055,21114,21126,21156,21197,21207,22001,22002,22008,22011,22016,22017,23001,23004,23007,23008,24020,24035,25001,25004,25005,25006,25015,26002,26018,26035,27002,27005,27006,27009,28003,28009,28022,28029,28032,28038,28041,29005,29008,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32020,32029,32040,32048}"
h0803-Frecuentemente (11-20 veces en las últimas 4 semana),agua_lavar_ropa-4,,2,1.0:2.0,"{01005,01009,04002,04003,04009,06001,08037,09005,09008,10021,10022,10033,11041,12029,12075,13002,14079,14098,15007,15009,15013,15026,15067,15084,15106,15121,16023,16102,20545,21144,22006,22012,22014,23005,24003,24021,24050,25012,25017,26030,29013,32038}"
h0803-Frecuentemente (11-20 veces en las últimas 4 semana),agua_lavar_ropa-4,,3,2.0:3.0,"{07076,09004,09009,11033,13048,13056,14097,15025,15031,15060,15104,15122,17011,17015,18002,20107,24053,25010,25011,26043,30193,32017,32031}"
h0803-Frecuentemente (11-20 veces en las últimas 4 semana),agua_lavar_ropa-4,,4,3.0:7.0,"{04004,07019,07099,09006,09010,09013,12055,13076,15020,15100,15118,15119,15120,16033,17008,17020,18011,18017,21115,24013,24033,26055,27001,27008,27013,29001,29015,32053}"
h0803-Frecuentemente (11-20 veces en las últimas 4 semana),agua_lavar_ropa-4,,5,7.0:29.0,"{01001,02001,02004,02006,03001,03002,03003,03008,09002,09003,09007,09011,09012,11007,12001,12011,14122,15033,15037,15057,15058,17007,21071,24028,27004}"
h0803-Siempre (Más de 20 veces en las últimas 4 semanas),agua_lavar_ropa-5,,1,-0.001:1.0,"{01002,02001,02002,02004,03003,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06009,06010,07005,07015,07044,07046,07051,07061,07078,07099,07101,07107,08011,08013,08019,08037,08050,09004,09005,09008,09009,09010,09013,09014,09015,09016,09017,10005,10007,10012,10021,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11023,11025,11028,11030,11031,11032,11037,11039,11041,11043,11044,12030,12038,12051,12055,12062,12075,13003,13017,13028,13029,13045,13048,13051,13067,13073,14039,14044,14046,14053,14079,14097,14098,14120,15009,15013,15020,15021,15025,15026,15031,15042,15051,15054,15057,15060,15067,15070,15081,15084,15088,15095,15100,15104,15106,15109,15118,15120,15121,15122,16023,16029,16052,16061,16068,16082,16088,16102,16112,17006,17007,17008,17011,17024,17032,18006,18009,18011,18014,18020,19006,19021,19026,19031,19039,19046,19048,20025,20030,20075,20107,20184,20318,20408,20515,20516,20545,21019,21055,21115,21126,21156,21197,21207,22001,22002,22006,22008,22011,22012,23001,23004,23007,23008,24013,24020,24021,24033,24050,24053,25001,25004,25005,25006,25012,25015,25017,26002,26018,26030,26035,26043,26055,27002,27005,27008,27009,28003,28009,28022,28029,28032,28038,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,31029,31040,31041,31050,31068,31092,31096,31102,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h0803-Siempre (Más de 20 veces en las últimas 4 semanas),agua_lavar_ropa-5,,2,1.0:2.0,"{06007,07076,09003,09012,11022,11026,13076,15007,15037,15040,15105,17004,17020,18002,20385,21071,21144,22014,22016,22017,23005,25010,27001}"
h0803-Siempre (Más de 20 veces en las últimas 4 semanas),agua_lavar_ropa-5,,3,2.0:3.0,"{01001,01005,13056,14101,15119,17015,19012,20498,25011,27006,28041,32008}"
h0803-Siempre (Más de 20 veces en las últimas 4 semanas),agua_lavar_ropa-5,,4,3.0:28.0,"{01009,02006,03001,03002,03008,07019,09002,09006,09007,09011,10022,11033,12001,12011,12029,13002,14122,15033,15058,16033,16053,17029,18017,19047,21114,24003,24028,24035,27004,27013,30193}"
