ENTIDAD_RES,MUNICIPIO_RES,conteo::total_datos,ASMA-1,ASMA-2,ASMA-98,CARDIOVASCULAR-1,CARDIOVASCULAR-2,CARDIOVASCULAR-98,CLASIFICACION_FINAL_COVID-3,CLASIFICACION_FINAL_COVID-4,CLASIFICACION_FINAL_COVID-5,CLASIFICACION_FINAL_COVID-6,CLASIFICACION_FINAL_COVID-7,CLASIFICACION_FINAL_FLU-3,CLASIFICACION_FINAL_FLU-4,CLASIFICACION_FINAL_FLU-5,CLASIFICACION_FINAL_FLU-6,CLASIFICACION_FINAL_FLU-7,DIABETES-1,DIABETES-2,DIABETES-98,EMBARAZO-1,EMBARAZO-2,EMBARAZO-97,EMBARAZO-98,ENTIDAD_NAC-01,ENTIDAD_NAC-02,ENTIDAD_NAC-03,ENTIDAD_NAC-04,ENTIDAD_NAC-05,ENTIDAD_NAC-06,ENTIDAD_NAC-07,ENTIDAD_NAC-08,ENTIDAD_NAC-09,ENTIDAD_NAC-10,ENTIDAD_NAC-11,ENTIDAD_NAC-12,ENTIDAD_NAC-13,ENTIDAD_NAC-14,ENTIDAD_NAC-15,ENTIDAD_NAC-16,ENTIDAD_NAC-17,ENTIDAD_NAC-18,ENTIDAD_NAC-19,ENTIDAD_NAC-20,ENTIDAD_NAC-21,ENTIDAD_NAC-22,ENTIDAD_NAC-23,ENTIDAD_NAC-24,ENTIDAD_NAC-25,ENTIDAD_NAC-26,ENTIDAD_NAC-27,ENTIDAD_NAC-28,ENTIDAD_NAC-29,ENTIDAD_NAC-30,ENTIDAD_NAC-31,ENTIDAD_NAC-32,ENTIDAD_NAC-99,ENTIDAD_UM-01,ENTIDAD_UM-02,ENTIDAD_UM-03,ENTIDAD_UM-04,ENTIDAD_UM-05,ENTIDAD_UM-06,ENTIDAD_UM-07,ENTIDAD_UM-08,ENTIDAD_UM-09,ENTIDAD_UM-10,ENTIDAD_UM-11,ENTIDAD_UM-12,ENTIDAD_UM-13,ENTIDAD_UM-14,ENTIDAD_UM-15,ENTIDAD_UM-16,ENTIDAD_UM-17,ENTIDAD_UM-18,ENTIDAD_UM-19,ENTIDAD_UM-20,ENTIDAD_UM-21,ENTIDAD_UM-22,ENTIDAD_UM-23,ENTIDAD_UM-24,ENTIDAD_UM-25,ENTIDAD_UM-26,ENTIDAD_UM-27,ENTIDAD_UM-28,ENTIDAD_UM-29,ENTIDAD_UM-30,ENTIDAD_UM-31,ENTIDAD_UM-32,EPOC-1,EPOC-2,EPOC-98,HABLA_LENGUA_INDIG-1,HABLA_LENGUA_INDIG-2,HABLA_LENGUA_INDIG-99,HIPERTENSION-1,HIPERTENSION-2,HIPERTENSION-98,INDIGENA-1,INDIGENA-2,INDIGENA-99,INMUSUPR-1,INMUSUPR-2,INMUSUPR-98,INTUBADO-1,INTUBADO-2,INTUBADO-97,INTUBADO-99,MIGRANTE-1,MIGRANTE-2,MIGRANTE-99,NACIONALIDAD-1,NACIONALIDAD-2,NEUMONIA-1,NEUMONIA-2,OBESIDAD-1,OBESIDAD-2,OBESIDAD-98,ORIGEN-1,OTRA_COM-1,OTRA_COM-2,OTRA_COM-98,OTRO_CASO-1,OTRO_CASO-2,OTRO_CASO-99,RENAL_CRONICA-1,RENAL_CRONICA-2,RENAL_CRONICA-98,RESULTADO_ANTIGENO-97,RESULTADO_PCR-1,RESULTADO_PCR-10,RESULTADO_PCR-11,RESULTADO_PCR-13,RESULTADO_PCR-17,RESULTADO_PCR-2,RESULTADO_PCR-20,RESULTADO_PCR-21,RESULTADO_PCR-22,RESULTADO_PCR-23,RESULTADO_PCR-25,RESULTADO_PCR-26,RESULTADO_PCR-27,RESULTADO_PCR-28,RESULTADO_PCR-29,RESULTADO_PCR-3,RESULTADO_PCR-32,RESULTADO_PCR-34,RESULTADO_PCR-36,RESULTADO_PCR-37,RESULTADO_PCR-4,RESULTADO_PCR-5,RESULTADO_PCR-6,RESULTADO_PCR-7,RESULTADO_PCR-8,RESULTADO_PCR-9,RESULTADO_PCR-997,RESULTADO_PCR-999,RESULTADO_PCR_COINFECCION-1,RESULTADO_PCR_COINFECCION-10,RESULTADO_PCR_COINFECCION-11,RESULTADO_PCR_COINFECCION-13,RESULTADO_PCR_COINFECCION-17,RESULTADO_PCR_COINFECCION-2,RESULTADO_PCR_COINFECCION-20,RESULTADO_PCR_COINFECCION-21,RESULTADO_PCR_COINFECCION-22,RESULTADO_PCR_COINFECCION-23,RESULTADO_PCR_COINFECCION-25,RESULTADO_PCR_COINFECCION-26,RESULTADO_PCR_COINFECCION-27,RESULTADO_PCR_COINFECCION-28,RESULTADO_PCR_COINFECCION-29,RESULTADO_PCR_COINFECCION-3,RESULTADO_PCR_COINFECCION-32,RESULTADO_PCR_COINFECCION-34,RESULTADO_PCR_COINFECCION-37,RESULTADO_PCR_COINFECCION-4,RESULTADO_PCR_COINFECCION-5,RESULTADO_PCR_COINFECCION-6,RESULTADO_PCR_COINFECCION-7,RESULTADO_PCR_COINFECCION-8,RESULTADO_PCR_COINFECCION-9,RESULTADO_PCR_COINFECCION-997,RESULTADO_PCR_COINFECCION-998,RESULTADO_PCR_COINFECCION-999,SECTOR-10,SECTOR-11,SECTOR-12,SECTOR-13,SECTOR-15,SECTOR-2,SECTOR-3,SECTOR-4,SECTOR-5,SECTOR-6,SECTOR-8,SECTOR-9,SEXO-1,SEXO-2,TABAQUISMO-1,TABAQUISMO-2,TABAQUISMO-98,TIPO_PACIENTE-1,TIPO_PACIENTE-2,TOMA_MUESTRA_ANTIGENO-2,TOMA_MUESTRA_LAB-1,TOMA_MUESTRA_LAB-2,UCI-1,UCI-2,UCI-97,UCI-99,media::EDAD,mediana::EDAD
10,032,8,0,8,0,0,8,0,1,0,2,1,4,0,0,2,1,5,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,8,0,1,7,0,0,8,0,0,0,0,8,8,0,3,5,0,8,0,8,2,6,0,0,7,1,0,8,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0,0,0,4,4,0,8,0,0,8,8,8,0,0,8,0,0,9.5,5.0
10,033,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1.0,1.0
10,034,3,0,3,0,0,3,0,0,0,0,1,2,0,0,0,1,2,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,0,3,0,3,0,3,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,3,0,0,3,3,2,1,0,3,0,0,7.0,0.0
10,035,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1.0,1.0
10,038,15,2,13,0,0,15,0,2,0,0,0,13,2,0,0,0,13,1,14,0,0,12,3,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,14,1,3,12,0,0,14,1,0,15,0,2,12,1,0,0,0,15,15,0,11,4,4,11,0,15,0,15,0,5,10,0,1,14,0,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,1,0,1,0,0,5,8,0,0,0,12,3,0,15,0,1,14,15,15,0,1,13,1,0,37.13333333333333,31.0
10,039,6,1,5,0,0,6,0,0,0,0,0,6,0,0,0,0,6,2,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,3,0,0,6,0,0,6,0,0,6,0,0,0,0,6,6,0,4,2,1,5,0,6,0,6,0,0,5,1,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3,3,0,6,0,0,6,6,6,0,0,6,0,0,33.833333333333336,24.5
11,001,14,0,14,0,0,14,0,1,0,0,1,12,2,0,0,1,11,4,10,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,14,0,4,10,0,0,14,0,1,13,0,1,12,1,0,0,0,14,14,0,9,5,0,14,0,14,0,14,0,3,11,0,0,14,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,1,1,0,0,0,11,0,0,0,0,3,0,0,0,0,7,7,1,13,0,1,13,14,13,1,0,13,1,0,34.57142857142857,19.0
11,002,205,7,198,0,7,198,0,6,0,0,71,128,19,0,0,71,115,50,155,0,1,108,95,1,0,0,0,0,0,0,0,0,2,0,197,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,196,0,2,203,0,41,164,0,2,203,0,2,203,0,4,121,80,0,0,0,205,205,0,122,83,22,183,0,205,0,205,0,16,188,1,11,194,0,205,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,6,0,0,3,103,0,0,1,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,1,0,0,69,30,2,0,0,205,0,0,0,0,0,0,0,0,0,110,95,11,194,0,80,125,205,136,69,5,120,80,0,43.141463414634146,42.0
11,003,5,0,5,0,0,5,0,0,0,0,0,5,3,0,0,0,2,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,3,1,1,0,0,0,5,5,0,3,2,0,5,0,5,0,5,0,1,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,5,0,1,4,5,5,0,0,4,1,0,39.4,47.0
11,004,19,0,19,0,0,19,0,2,0,0,2,15,4,0,0,2,13,0,19,0,0,8,11,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,0,0,19,0,0,19,0,2,8,9,0,0,0,19,19,0,4,15,1,18,0,19,0,19,0,6,13,0,0,19,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,6,1,0,0,16,0,0,0,0,2,0,1,0,0,8,11,1,18,0,9,10,19,18,1,1,9,9,0,36.0,29.0
11,005,6,0,6,0,0,6,0,1,0,0,1,4,1,0,0,1,4,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,5,0,0,6,0,0,6,0,0,3,3,0,0,0,6,6,0,1,5,0,6,0,6,0,6,0,1,5,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,0,6,0,3,3,6,5,1,0,3,3,0,62.0,66.5
11,007,94,4,90,0,1,93,0,3,0,2,66,23,6,0,2,66,20,8,86,0,2,62,30,0,0,0,0,0,0,0,0,0,1,0,89,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,81,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,93,0,0,93,1,10,84,0,0,94,0,3,91,0,3,13,78,0,0,0,94,94,0,14,80,18,76,0,94,3,91,0,44,47,3,0,94,0,94,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,16,0,0,0,0,66,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,66,10,0,0,0,93,0,0,0,0,0,0,1,0,0,64,30,7,87,0,78,16,94,28,66,0,16,78,0,36.08510638297872,33.0
11,008,4,0,4,0,0,4,0,0,0,0,0,4,1,0,0,0,3,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,1,0,0,4,0,2,2,0,0,3,1,0,0,0,4,4,0,3,1,1,3,0,4,0,4,0,2,2,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,4,0,1,3,4,4,0,0,3,1,0,59.0,51.0
11,009,4,0,4,0,0,4,0,0,0,0,0,4,1,0,0,0,3,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,1,2,1,0,0,0,4,4,0,2,2,0,4,0,4,0,4,0,0,4,0,1,3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,4,0,1,3,4,4,0,1,2,1,0,43.75,45.0
11,010,9,0,9,0,4,5,0,1,0,0,1,7,0,0,0,1,8,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,8,1,5,4,0,0,8,1,0,9,0,2,6,1,0,0,0,9,9,0,8,1,3,6,0,9,0,9,0,0,9,0,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,5,4,1,8,0,1,8,9,9,0,0,8,1,0,69.22222222222223,74.0
11,011,8,1,7,0,0,8,0,0,0,0,2,6,0,0,0,2,6,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,2,6,0,0,8,0,1,7,0,1,0,7,0,0,0,8,8,0,1,7,1,7,0,8,1,7,0,4,4,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,8,0,7,1,8,6,2,1,0,7,0,42.5,39.5
11,012,7,0,7,0,0,7,0,1,0,0,0,6,0,0,0,0,7,2,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,1,6,0,1,6,0,2,5,0,0,7,0,0,0,0,7,7,0,2,5,1,6,0,7,1,6,0,1,6,0,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,4,3,0,7,0,0,7,7,7,0,0,7,0,0,29.857142857142858,19.0
11,014,10,1,9,0,1,9,0,0,0,0,4,6,0,0,0,4,6,1,9,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,1,2,8,0,0,9,1,0,10,0,0,6,4,0,0,0,10,10,0,3,7,0,10,0,10,1,9,0,4,6,0,0,10,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,6,4,1,9,0,4,6,10,6,4,0,6,4,0,41.5,33.0
11,015,125,7,118,0,5,120,0,8,0,1,50,66,14,0,1,50,60,24,101,0,2,55,68,0,0,0,0,0,0,0,0,0,0,0,118,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,15,110,0,0,125,0,25,100,0,0,125,0,3,122,0,4,64,57,0,0,0,125,125,0,43,82,17,108,0,125,2,123,0,44,81,0,2,123,0,125,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,8,0,0,2,50,0,0,0,1,47,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,47,23,3,0,0,109,0,0,0,0,12,0,4,0,0,57,68,19,106,0,57,68,125,78,47,2,66,57,0,45.424,49.0
11,017,610,18,592,0,22,588,0,19,1,10,347,233,36,1,10,347,216,80,530,0,9,327,274,0,0,0,1,0,1,0,0,0,0,1,588,0,0,2,4,6,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,603,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,16,594,0,0,610,0,84,526,0,0,610,0,6,604,0,13,214,383,0,0,0,610,610,0,25,585,52,558,0,610,47,563,0,56,554,0,24,586,0,610,14,0,18,0,10,0,0,0,0,2,1,0,0,9,6,21,1,19,0,1,1,155,1,3,1,0,344,3,0,0,4,0,10,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,155,1,1,0,0,344,86,3,0,0,33,0,1,0,0,574,0,2,0,0,336,274,45,565,0,383,227,610,266,344,5,222,383,0,33.80327868852459,32.0
11,018,3,0,3,0,0,3,0,0,0,0,2,1,1,0,0,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,3,0,0,3,0,0,3,0,1,0,2,0,0,0,3,3,0,1,2,1,2,0,3,1,2,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,3,0,2,1,3,1,2,1,0,2,0,44.333333333333336,25.0
11,019,21,1,20,0,1,20,0,0,0,0,3,18,1,0,0,3,17,3,18,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,0,0,21,0,4,17,0,0,21,0,2,19,0,1,17,3,0,0,1,20,20,1,16,5,0,21,0,21,0,21,0,0,21,0,1,20,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,2,1,0,0,21,0,0,0,0,0,0,0,0,0,7,14,1,20,0,3,18,21,19,2,0,18,3,0,54.857142857142854,63.0
11,020,1204,71,1133,0,43,1161,0,41,0,6,694,463,92,0,6,694,412,134,1070,0,14,639,551,0,1,1,0,0,0,0,2,0,28,3,1096,4,1,9,15,17,0,0,0,3,0,1,0,5,1,1,2,7,1,1,0,3,2,3,0,0,0,0,1,0,0,7,0,1179,0,1,1,0,4,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,32,1172,0,1,1193,10,185,1019,0,3,1192,9,49,1155,0,50,340,814,0,0,1,1203,1202,2,266,938,128,1076,0,1204,31,1173,0,352,847,5,41,1163,0,1204,54,2,12,1,6,0,1,1,0,3,1,0,0,19,7,24,0,41,0,4,10,322,0,2,0,0,681,13,3,3,6,0,6,0,0,0,0,1,1,0,0,5,0,1,0,0,3,0,322,0,2,1,0,681,156,13,0,0,528,1,2,0,0,511,0,162,0,0,653,551,65,1139,0,814,390,1204,523,681,31,359,814,0,34.602159468438536,32.0
11,022,3,0,3,0,0,3,0,0,0,0,2,1,1,0,0,2,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,2,0,0,3,0,1,2,0,0,2,1,0,0,0,3,3,0,2,1,0,3,0,3,0,3,0,0,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,3,0,1,2,3,2,1,0,2,1,0,45.666666666666664,55.0
11,023,41,2,39,0,4,37,0,4,0,0,5,32,7,0,0,5,29,6,35,0,2,10,29,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,41,0,6,35,0,0,41,0,2,39,0,1,36,4,0,0,0,41,41,0,10,31,4,37,0,41,1,40,0,2,39,0,1,40,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,24,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,12,2,0,0,33,0,0,0,0,8,0,0,0,0,12,29,3,38,0,4,37,41,38,3,1,36,4,0,31.26829268292683,24.0
