variable,alias
tiene_amputacion-3,"an11-Sí, de extremidades inferiores"
tiene_amputacion-4,an11-No y puede mantenerse de pie
tiene_amputacion-5,an11-No y solo puede mantenerse sentado
tiene_amputacion-6,an11-No y está confinado a una cama
tiene_automovil-1,h0127b-Sí
tiene_automovil-2,h0127b-No
tiene_camioneta-1,h0127c-Sí
tiene_camioneta-2,h0127c-No
tiene_dificultad_caminar-1,a1405-Ninguna dificultad
tiene_dificultad_caminar-2,a1405-Cierta dificultad
tiene_dificultad_caminar-3,a1405-Mucha dificultad
tiene_dificultad_caminar-4,a1405-Le resulta imposible caminar o subir escalones
tiene_dificultad_comunicarse-1,a1408-Ninguna dificultad
tiene_dificultad_comunicarse-2,a1408-Cierta dificultad
tiene_dificultad_comunicarse-3,a1408-Mucha dificultad
tiene_dificultad_concentrarse-1,a1406-Ninguna dificultad
tiene_dificultad_concentrarse-2,a1406-Cierta dificultad
tiene_dificultad_concentrarse-3,a1406-Mucha dificultad
tiene_dificultad_concentrarse-4,a1406-Le resulta imposible recordar o concentrarse
tiene_dificultad_cuidado_propio-1,a1407-Ninguna dificultad
tiene_dificultad_cuidado_propio-2,a1407-Cierta dificultad
tiene_dificultad_cuidado_propio-3,a1407-Mucha dificultad
tiene_dificultad_cuidado_propio-4,a1407-Le resulta imposible encargarse de su autocuidado
tiene_dificultad_oir-1,a1404b-Ninguna dificultad
tiene_dificultad_oir-2,a1404b-Cierta dificultad
tiene_dificultad_oir-3,a1404b-Mucha dificultad
tiene_dificultad_oir-4,a1404b-Le resulta imposible oír
tiene_dificultad_ver-1,a1403b-Ninguna dificultad
tiene_dificultad_ver-2,a1403b-Cierta dificultad
tiene_dificultad_ver-3,a1403b-Mucha dificultad
tiene_dificultad_ver-4,a1403b-Le resulta imposible ver
tiene_lancha-1,h0127e-Sí
tiene_lancha-2,h0127e-No
tiene_motocicleta-1,h0127d-Sí
tiene_motocicleta-2,h0127d-No
tiene_otra_propiedad-1,h0127a-Sí
tiene_otra_propiedad-2,h0127a-No
tiene_tuvo_hermanos-1,a07her-SI
tiene_tuvo_hermanos-2,a07her-NO
tienen_celular-1,h0501f-Sí
tienen_celular-2,h0501f-No
tienen_computadora-1,h0501e-Sí
tienen_computadora-2,h0501e-No
tienen_estufa_no_gas-1,h0501m-Sí
tienen_estufa_no_gas-2,h0501m-No
tienen_gas-1,h0501l-Sí
tienen_gas-2,h0501l-No
tienen_horno_microondas-1,h0501o-Sí
tienen_horno_microondas-2,h0501o-No
tienen_internet-1,h0501g-Sí
tienen_internet-2,h0501g-No
tienen_lavadora-1,h0501n-Sí
tienen_lavadora-2,h0501n-No
tienen_licuadora-1,h0501j-Sí
tienen_licuadora-2,h0501j-No
tienen_plancha-1,h0501i-Sí
tienen_plancha-2,h0501i-No
tienen_radio-1,h0501c-Sí
tienen_radio-2,h0501c-No
tienen_refrigerador-1,h0501k-Sí
tienen_refrigerador-2,h0501k-No
tienen_stereo-1,h0501d-Sí
tienen_stereo-2,h0501d-No
tienen_telefono_fijo-1,h0501h-Sí
tienen_telefono_fijo-2,h0501h-No
tienen_television-1,h0501a-Sí
tienen_television-2,h0501a-No
tienen_television_paga-1,h0501b-Sí
tienen_television_paga-2,h0501b-No
tipo_escuela-1,h0314-pública?
tipo_escuela-2,h0314-privada?
tipo_jabon_1-1,h0117a-Jabón en pastilla
tipo_jabon_1-2,h0117a-Detergente (en polvo / liquido / en pasta)
tipo_jabon_1-3,h0117a-Jabón liquido
tipo_jabon_1-4,"h0117a-Ceniza, barro o arena"
tipo_jabon_2-1,h0117b-Jabón en pastilla
tipo_jabon_2-2,h0117b-Detergente (en polvo / liquido / en pasta)
tipo_jabon_2-3,h0117b-Jabón liquido
tipo_jabon_2-4,"h0117b-Ceniza, barro o arena"
tipo_jabon_3-1,h0117c-Jabón en pastilla
tipo_jabon_3-2,h0117c-Detergente (en polvo / liquido / en pasta)
tipo_jabon_3-3,h0117c-Jabón liquido
tipo_jabon_3-4,"h0117c-Ceniza, barro o arena"
toma_medicamento_depretion-1,a0204-Sí
toma_medicamento_depretion-2,a0204-No
toma_medicamento_depretion-8,a0204-No responde
toman_temperatura_escuela-1,h1103b-Sí
toman_temperatura_escuela-2,h1103b-No
toman_temperatura_escuela-3,h1103b-No Sabe
trab_beneficio_afore-1,h0326e-Sí
trab_beneficio_afore-2,h0326e-No
trab_beneficio_afore-3,h0326e-No sabe
trab_beneficio_aguinaldo-1,h0326b-Sí
trab_beneficio_aguinaldo-2,h0326b-No
trab_beneficio_aguinaldo-3,h0326b-No sabe
trab_beneficio_cuidados-1,h0326h-Sí
trab_beneficio_cuidados-2,h0326h-No
trab_beneficio_cuidados-3,h0326h-No sabe
trab_beneficio_gmsm-1,h0326j-Sí
trab_beneficio_gmsm-2,h0326j-No
trab_beneficio_gmsm-3,h0326j-No sabe
trab_beneficio_guarderia-1,h0326g-Sí
trab_beneficio_guarderia-2,h0326g-No
trab_beneficio_guarderia-3,h0326g-No sabe
trab_beneficio_prestamos-1,h0326k-Sí
trab_beneficio_prestamos-2,h0326k-No
trab_beneficio_prestamos-3,h0326k-No sabe
trab_beneficio_prima-1,h0326d-Sí
trab_beneficio_prima-2,h0326d-No
trab_beneficio_prima-3,h0326d-No sabe
trab_beneficio_salud-1,h0326a-Sí
trab_beneficio_salud-2,h0326a-No
trab_beneficio_salud-3,h0326a-No sabe
trab_beneficio_seguro-1,h0326i-Sí
trab_beneficio_seguro-2,h0326i-No
trab_beneficio_seguro-3,h0326i-No sabe
trab_beneficio_vacaciones-1,h0326c-Sí
trab_beneficio_vacaciones-2,h0326c-No
trab_beneficio_vacaciones-3,h0326c-No sabe
trab_beneficio_vivienda-1,h0326f-Sí
trab_beneficio_vivienda-2,h0326f-No
trab_beneficio_vivienda-3,h0326f-No sabe
trabajan_personas_60_mas-1,h1508-Muy frecuentemente
trabajan_personas_60_mas-2,h1508-Frecuentemente
trabajan_personas_60_mas-3,h1508-Ocasionalmente
trabajan_personas_60_mas-4,h1508-Rara vez
trabajan_personas_60_mas-5,h1508-Nunca
trabajo_semana_anterior-1,h0321-Sí
trabajo_semana_anterior-2,h0321-No
traen_careta_hogar-1,h1104c-Sí
traen_careta_hogar-2,h1104c-No
traen_cubrebocas_hgar-1,h1104b-Sí
traen_cubrebocas_hgar-2,h1104b-No
traen_gel_hogar-1,h1104a-Sí
traen_gel_hogar-2,h1104a-No
traen_jabon_hogar-1,h1104d-Sí
traen_jabon_hogar-2,h1104d-No
turno_clases-1,h0315-Matutino
turno_clases-2,h0315-Vespertino
turno_clases-3,h0315-Turno completo o mixto
turno_clases-4,h0315-Turno sabatino o flexible
tx_adicional_control_presion_1-1,a0408a-Plan de alimentación (dieta recomendada por personal de salu
tx_adicional_control_presion_1-2,a0408a-Realiza algún ejercicio físico.
tx_adicional_control_presion_1-3,a0408a-Disminución en el consumo de sal.
tx_adicional_control_presion_1-4,a0408a-Medicina alternativa.
tx_adicional_control_presion_1-5,a0408a-Ninguno.
tx_adicional_control_presion_2-1,a0408b-Plan de alimentación (dieta recomendada por personal de salu
tx_adicional_control_presion_2-2,a0408b-Realiza algún ejercicio físico.
tx_adicional_control_presion_2-3,a0408b-Disminución en el consumo de sal.
tx_adicional_control_presion_2-4,a0408b-Medicina alternativa.
tx_adicional_control_presion_2-5,a0408b-Ninguno.
tx_control_azucar_1-1,a0103-SÍ.
tx_control_azucar_1-2,a0103-NO.
tx_control_azucar_otro_1-1,a0312a-Plan de alimentación (dieta recomendada por personal de salu
tx_control_azucar_otro_1-2,a0312a-Plan de ejercicio físico.
tx_control_azucar_otro_1-3,a0312a-Medicina alternativa.
tx_control_azucar_otro_1-4,a0312a-Otros.
tx_control_azucar_otro_1-5,a0312a-Ninguno.
tx_control_azucar_otro_2-1,a0312b-Plan de alimentación (dieta recomendada por personal de salu
tx_control_azucar_otro_2-2,a0312b-Plan de ejercicio físico.
tx_control_azucar_otro_2-3,a0312b-Medicina alternativa.
tx_control_azucar_otro_2-4,a0312b-Otros.
tx_control_azucar_otro_2-5,a0312b-Ninguno.
tx_control_presion_alta-1,a0404-SÍ.
tx_control_presion_alta-2,a0404-NO.
tx_enf_renal_dialisis-1,a0602c-SI.
tx_enf_renal_dialisis-2,a0602c-NO.
tx_enf_renal_dieta_sin_sal-1,a0602a-SI.
tx_enf_renal_dieta_sin_sal-2,a0602a-NO.
tx_enf_renal_hemodialisis-1,a0602d-SI.
tx_enf_renal_hemodialisis-2,a0602d-NO.
tx_enf_renal_medic_alterna-1,a0602e-SI.
tx_enf_renal_medic_alterna-2,a0602e-NO.
tx_enf_renal_medicamentos-1,a0602b-SI.
tx_enf_renal_medicamentos-2,a0602b-NO.
tx_enf_renal_ninguno-1,a0602g-SI.
tx_enf_renal_ninguno-2,a0602g-NO.
tx_enf_renal_otro-1,a0602f-SI.
tx_enf_renal_otro-2,a0602f-NO.
tx_para_depresion-1,a0203-Sí
tx_para_depresion-2,a0203-No
tx_para_depresion-8,a0203-No responde
tx_ultimos_6meses_suspendido-1,a0313-Sí.
tx_ultimos_6meses_suspendido-2,a0313-No.
tx_ultimos_6meses_suspendido-9,a0313-No sabe.
tx_ultimos_suspendido_causa-1,a0314-Se le olvidó tomar los medicamentos.
tx_ultimos_suspendido_causa-2,a0314-Consideró que no lo necesitaba.
tx_ultimos_suspendido_causa-3,a0314-Tuvo miedo a la hipoglucemia.
tx_ultimos_suspendido_causa-4,a0314-Tuvo temor sobre la seguridad del medicamento.
tx_ultimos_suspendido_causa-5,a0314-No le surtieron los medicamentos en la unidad  Médica.
tx_ultimos_suspendido_causa-6,a0314-No encontró el medicamento en la farmacia.
tx_ultimos_suspendido_causa-7,a0314-No tuvo dinero para comprarlo(s).
tx_ultimos_suspendido_causa-8,a0314-Otro.
ult_12meses_1_copa_alcohol-1,a1308-Diaria
ult_12meses_1_copa_alcohol-2,a1308-Semanal
ult_12meses_1_copa_alcohol-3,a1308-Mensual
ult_12meses_1_copa_alcohol-4,a1308-Anual
ult_12meses_1_copa_alcohol-5,a1308-No ha consumido en los últimos 12 meses
ult_12meses_1_copa_alcohol-6,a1308-Nunca ha consumido
ult_12meses_1_copa_alcohol-9,a1308-No responde
ult_12meses_4mas_copa_alcohol-1,a1310-Diario
ult_12meses_4mas_copa_alcohol-2,a1310-Semanal
ult_12meses_4mas_copa_alcohol-3,a1310-Mensual
ult_12meses_4mas_copa_alcohol-4,a1310-7 a 11 veces al año
ult_12meses_4mas_copa_alcohol-5,a1310-1 a 6 veces al año
ult_12meses_4mas_copa_alcohol-6,a1310-No en los últimos 12 meses
ult_12meses_4mas_copa_alcohol-9,a1310-No responde
ult_12meses_5mas_copa_alcohol-1,a1309-Diario
ult_12meses_5mas_copa_alcohol-2,a1309-Semanal
ult_12meses_5mas_copa_alcohol-3,a1309-Mensual
ult_12meses_5mas_copa_alcohol-4,a1309-7 a 11 veces al año
ult_12meses_5mas_copa_alcohol-5,a1309-1 a 6 veces al año
ult_12meses_5mas_copa_alcohol-6,a1309-No en los últimos 12 meses
ult_12meses_5mas_copa_alcohol-9,a1309-No responde
ult_anio_acido_folico-1,a0826-Sí.
ult_anio_acido_folico-2,a0826-No.
ult_anio_acido_folico-9,a0826-NS/NR
ult_anio_evitar_comp_diab_medida_1-1,a0315a-Revisión de la vista.
ult_anio_evitar_comp_diab_medida_1-2,a0315a-Toma una aspirina diaria.
ult_anio_evitar_comp_diab_medida_1-3,a0315a-Revisión de pies.
ult_anio_evitar_comp_diab_medida_1-4,a0315a-Examen general de orina.
ult_anio_evitar_comp_diab_medida_1-5,a0315a-Microalbuminuria (con recolección de orina de 24 horas).
ult_anio_evitar_comp_diab_medida_1-6,a0315a-Medición de la presión arterial.
ult_anio_evitar_comp_diab_medida_1-7,a0315a-Aplicación de vacuna contra influenza.
ult_anio_evitar_comp_diab_medida_1-8,a0315a-Aplicación de vacuna contra neumococo.
ult_anio_evitar_comp_diab_medida_1-9,a0315a-Medición del colesterol y los triglicéridos.
ult_anio_evitar_comp_diab_medida_1-10,a0315a-Toma un medicamento para disminuir la concentración de coles
ult_anio_evitar_comp_diab_medida_1-11,a0315a-Toma un medicamento para el control de su presión arterial (
ult_anio_evitar_comp_diab_medida_1-12,a0315a-Dejó de fumar.
ult_anio_evitar_comp_diab_medida_1-13,a0315a-Revisión dental.
ult_anio_evitar_comp_diab_medida_1-14,a0315a-Recibió educación sobre su enfermedad.
ult_anio_evitar_comp_diab_medida_1-15,a0315a-Electrocardiograma.
ult_anio_evitar_comp_diab_medida_1-16,a0315a-Evita calzado que pueda lesionar   sus pies.
ult_anio_evitar_comp_diab_medida_1-17,a0315a-Acude a algún grupo de ayuda mutua.
ult_anio_evitar_comp_diab_medida_1-18,a0315a-Otro (especifica).
ult_anio_evitar_comp_diab_medida_1-19,a0315a-No realiza ninguna medida preventiva.
ult_anio_evitar_comp_diab_medida_1-20,a0315a-Medición de glucosa en sangre capilar en casa.
ult_anio_evitar_comp_diab_medida_1-21,a0315a-Determinación de glucosa en sangre venosa.
ult_anio_evitar_comp_diab_medida_1-22,a0315a-Determinación de hemoglobina glucosilada.
ult_anio_evitar_comp_diab_medida_2-1,a0315b-Revisión de la vista.
ult_anio_evitar_comp_diab_medida_2-2,a0315b-Toma una aspirina diaria.
ult_anio_evitar_comp_diab_medida_2-3,a0315b-Revisión de pies.
ult_anio_evitar_comp_diab_medida_2-4,a0315b-Examen general de orina.
ult_anio_evitar_comp_diab_medida_2-5,a0315b-Microalbuminuria (con recolección de orina de 24 horas).
ult_anio_evitar_comp_diab_medida_2-6,a0315b-Medición de la presión arterial.
ult_anio_evitar_comp_diab_medida_2-7,a0315b-Aplicación de vacuna contra influenza.
ult_anio_evitar_comp_diab_medida_2-8,a0315b-Aplicación de vacuna contra neumococo.
ult_anio_evitar_comp_diab_medida_2-9,a0315b-Medición del colesterol y los triglicéridos.
ult_anio_evitar_comp_diab_medida_2-10,a0315b-Toma un medicamento para disminuir la concentración de coles
ult_anio_evitar_comp_diab_medida_2-11,a0315b-Toma un medicamento para el control de su presión arterial (
ult_anio_evitar_comp_diab_medida_2-12,a0315b-Dejó de fumar.
ult_anio_evitar_comp_diab_medida_2-13,a0315b-Revisión dental.
ult_anio_evitar_comp_diab_medida_2-14,a0315b-Recibió educación sobre su enfermedad.
ult_anio_evitar_comp_diab_medida_2-15,a0315b-Electrocardiograma.
ult_anio_evitar_comp_diab_medida_2-16,a0315b-Evita calzado que pueda lesionar   sus pies.
ult_anio_evitar_comp_diab_medida_2-17,a0315b-Acude a algún grupo de ayuda mutua.
ult_anio_evitar_comp_diab_medida_2-18,a0315b-Otro (especifica).
ult_anio_evitar_comp_diab_medida_2-19,a0315b-No realiza ninguna medida preventiva.
ult_anio_evitar_comp_diab_medida_2-20,a0315b-Medición de glucosa en sangre capilar en casa.
ult_anio_evitar_comp_diab_medida_2-21,a0315b-Determinación de glucosa en sangre venosa.
ult_anio_evitar_comp_diab_medida_2-22,a0315b-Determinación de hemoglobina glucosilada.
ult_anio_evitar_comp_diab_medida_3-1,a0315c-Revisión de la vista.
ult_anio_evitar_comp_diab_medida_3-2,a0315c-Toma una aspirina diaria.
ult_anio_evitar_comp_diab_medida_3-3,a0315c-Revisión de pies.
ult_anio_evitar_comp_diab_medida_3-4,a0315c-Examen general de orina.
ult_anio_evitar_comp_diab_medida_3-5,a0315c-Microalbuminuria (con recolección de orina de 24 horas).
ult_anio_evitar_comp_diab_medida_3-6,a0315c-Medición de la presión arterial.
ult_anio_evitar_comp_diab_medida_3-7,a0315c-Aplicación de vacuna contra influenza.
ult_anio_evitar_comp_diab_medida_3-8,a0315c-Aplicación de vacuna contra neumococo.
ult_anio_evitar_comp_diab_medida_3-9,a0315c-Medición del colesterol y los triglicéridos.
ult_anio_evitar_comp_diab_medida_3-10,a0315c-Toma un medicamento para disminuir la concentración de coles
ult_anio_evitar_comp_diab_medida_3-11,a0315c-Toma un medicamento para el control de su presión arterial (
ult_anio_evitar_comp_diab_medida_3-12,a0315c-Dejó de fumar.
ult_anio_evitar_comp_diab_medida_3-13,a0315c-Revisión dental.
ult_anio_evitar_comp_diab_medida_3-14,a0315c-Recibió educación sobre su enfermedad.
ult_anio_evitar_comp_diab_medida_3-15,a0315c-Electrocardiograma.
ult_anio_evitar_comp_diab_medida_3-16,a0315c-Evita calzado que pueda lesionar   sus pies.
ult_anio_evitar_comp_diab_medida_3-17,a0315c-Acude a algún grupo de ayuda mutua.
ult_anio_evitar_comp_diab_medida_3-18,a0315c-Otro (especifica).
ult_anio_evitar_comp_diab_medida_3-19,a0315c-No realiza ninguna medida preventiva.
ult_anio_evitar_comp_diab_medida_3-20,a0315c-Medición de glucosa en sangre capilar en casa.
ult_anio_evitar_comp_diab_medida_3-21,a0315c-Determinación de glucosa en sangre venosa.
ult_anio_evitar_comp_diab_medida_3-22,a0315c-Determinación de hemoglobina glucosilada.
ult_anio_evitar_comp_diab_medida_4-1,a0315d-Revisión de la vista.
ult_anio_evitar_comp_diab_medida_4-2,a0315d-Toma una aspirina diaria.
ult_anio_evitar_comp_diab_medida_4-3,a0315d-Revisión de pies.
ult_anio_evitar_comp_diab_medida_4-4,a0315d-Examen general de orina.
ult_anio_evitar_comp_diab_medida_4-5,a0315d-Microalbuminuria (con recolección de orina de 24 horas).
ult_anio_evitar_comp_diab_medida_4-6,a0315d-Medición de la presión arterial.
ult_anio_evitar_comp_diab_medida_4-7,a0315d-Aplicación de vacuna contra influenza.
ult_anio_evitar_comp_diab_medida_4-8,a0315d-Aplicación de vacuna contra neumococo.
ult_anio_evitar_comp_diab_medida_4-9,a0315d-Medición del colesterol y los triglicéridos.
ult_anio_evitar_comp_diab_medida_4-10,a0315d-Toma un medicamento para disminuir la concentración de coles
ult_anio_evitar_comp_diab_medida_4-11,a0315d-Toma un medicamento para el control de su presión arterial (
ult_anio_evitar_comp_diab_medida_4-12,a0315d-Dejó de fumar.
ult_anio_evitar_comp_diab_medida_4-13,a0315d-Revisión dental.
ult_anio_evitar_comp_diab_medida_4-14,a0315d-Recibió educación sobre su enfermedad.
ult_anio_evitar_comp_diab_medida_4-15,a0315d-Electrocardiograma.
ult_anio_evitar_comp_diab_medida_4-16,a0315d-Evita calzado que pueda lesionar   sus pies.
ult_anio_evitar_comp_diab_medida_4-17,a0315d-Acude a algún grupo de ayuda mutua.
ult_anio_evitar_comp_diab_medida_4-18,a0315d-Otro (especifica).
ult_anio_evitar_comp_diab_medida_4-19,a0315d-No realiza ninguna medida preventiva.
ult_anio_evitar_comp_diab_medida_4-20,a0315d-Medición de glucosa en sangre capilar en casa.
ult_anio_evitar_comp_diab_medida_4-21,a0315d-Determinación de glucosa en sangre venosa.
ult_anio_evitar_comp_diab_medida_4-22,a0315d-Determinación de hemoglobina glucosilada.
ult_anio_frec_medir_presion-1,a0409-Diario.
ult_anio_frec_medir_presion-2,a0409-Semanal.
ult_anio_frec_medir_presion-3,a0409-Mensual.
ult_anio_frec_medir_presion-4,a0409-Anual.
ult_anio_frec_medir_presion-5,a0409-No se la toman
ult_mes_4mas_copa_alcohol-1,a1312-Sí
ult_mes_4mas_copa_alcohol-2,a1312-No
ult_mes_4mas_copa_alcohol-9,a1312-No responde
ult_mes_5mas_copa_alcohol-1,a1311-Sí
ult_mes_5mas_copa_alcohol-2,a1311-No
ult_mes_5mas_copa_alcohol-9,a1311-No responde
ultima_necesidad_salud-1,"h0402-Infecciones respiratorias (gripe, catarro, dolor de garganta"
ultima_necesidad_salud-2,h0402-Diarrea o empacho (infección estomacal o intestinal por algu
ultima_necesidad_salud-3,h0402-Infecciones de vías urinarias (dolor o ardor al orinar)
ultima_necesidad_salud-4,"h0402-Infección de oído (comezón, ardor, dolor, sangrado o salida"
ultima_necesidad_salud-5,"h0402-Infección en los ojos (conjuntivitis, orzuelo-perrilla del o"
ultima_necesidad_salud-6,h0402-Infección vaginal
ultima_necesidad_salud-7,h0402-Caries
ultima_necesidad_salud-8,h0402-Otra enfermedad de la boca diferente a caries
ultima_necesidad_salud-9,h0402-Infección del riñón (dolor en riñón)
ultima_necesidad_salud-10,h0402-Neumonía (pulmonía)
ultima_necesidad_salud-11,h0402-Infección de transmisión sexual
ultima_necesidad_salud-12,h0402-Infección en genitales
ultima_necesidad_salud-13,h0402-Parasitosis intestinal (lombrices)
ultima_necesidad_salud-14,"h0402-Infecciones transmitidas por vector-insectos- (Zika, Dengue,"
ultima_necesidad_salud-15,h0402-COVID-19 (coronavirus)
ultima_necesidad_salud-16,"h0402-Control, seguimiento o diagnóstico de diabetes (azúcar alta)"
ultima_necesidad_salud-17,"h0402-Control, seguimiento o diagnóstico de hipertensión arterial"
ultima_necesidad_salud-18,"h0402-Control de peso (diagnóstico, tratamiento o control de sobre"
ultima_necesidad_salud-19,h0402-Enfermedades renales
ultima_necesidad_salud-20,"h0402-Gastritis, úlcera gástrica o duodenitis (reflujo)"
ultima_necesidad_salud-21,h0402-Piedra o cálculo en el riñón
ultima_necesidad_salud-22,h0402-Insuficiencia renal aguda o crónica (pérdida de la función d
ultima_necesidad_salud-23,h0402-Asma
ultima_necesidad_salud-24,h0402-Bronquitis o enfisema pulmonar (EPOC)
ultima_necesidad_salud-25,"h0402-Alergias (en piel, ojos o nariz)"
ultima_necesidad_salud-26,"h0402-Enfermedades reumatológicas (artritis, lupus)"
ultima_necesidad_salud-27,h0402-Cáncer o tumores
ultima_necesidad_salud-28,h0402-Vacunación
ultima_necesidad_salud-29,h0402-Planificación familiar
ultima_necesidad_salud-30,h0402-Chequeo o consulta médico
ultima_necesidad_salud-31,h0402-Chequeo o consulta dental
ultima_necesidad_salud-32,h0402-Control prenatal (embarazo)
ultima_necesidad_salud-33,h0402-Antígeno prostático y/o examen prostático (tacto rectal)
ultima_necesidad_salud-34,h0402-Mamografía o mastografía
ultima_necesidad_salud-35,h0402-Papanicolaou o colposcopía
ultima_necesidad_salud-36,h0402-Certificado médico
ultima_necesidad_salud-37,"h0402-Otro estudio médico (resonancia, tomografía, electrocardiogr"
ultima_necesidad_salud-38,"h0402-Lesión física por accidente (vehículo, fracturas,golpes, etc"
ultima_necesidad_salud-39,"h0402-Lesión física por agresión de animal, picadura de insecto a"
ultima_necesidad_salud-40,h0402-Dolor de cabeza
ultima_necesidad_salud-41,h0402-Fiebre
ultima_necesidad_salud-42,"h0402-Dolor, inflamación o infección de órganos (Páncreas, vesícul"
ultima_necesidad_salud-43,h0402-Atención de parto o cesárea
ultima_necesidad_salud-44,"h0402-Dolor de músculos, huesos y/o articulaciones"
ultima_necesidad_salud-45,"h0402-Dolor de nervios (hernia lumbar, ciática, sensación de ardor"
ultima_necesidad_salud-46,h0402-Cirugía u operación de cualquier órgano o parte del cuerpo
ultima_necesidad_salud-47,h0402-Depresión
ultima_necesidad_salud-48,h0402-Ansiedad
ultima_necesidad_salud-49,h0402-Insomnio
ultima_necesidad_salud-50,h0402-Estrés
ultima_necesidad_salud-51,h0402-Cualquier otra condición mental
ultima_necesidad_salud-52,h0402-Otra causa no enlistada en las anteriores (especifique)
ultima_necesidad_salud-99,h0402-No sabe
ultima_rel_sex_evita_enf_1-1,a0804a-Condón o preservativo masculino.
ultima_rel_sex_evita_enf_1-2,a0804a-Condón femenino.
ultima_rel_sex_evita_enf_1-3,a0804a-Pastillas de anticoncepción de emergencia o del día siguient
ultima_rel_sex_evita_enf_1-4,a0804a-Pastillas o píldoras.
ultima_rel_sex_evita_enf_1-5,a0804a-Inyecciones.
ultima_rel_sex_evita_enf_1-6,a0804a-Parche anticonceptivo.
ultima_rel_sex_evita_enf_1-7,"a0804a-Dispositivo, DIU o aparato."
ultima_rel_sex_evita_enf_1-8,"a0804a-Implantes, tubos o norplant."
ultima_rel_sex_evita_enf_1-9,"a0804a-Óvulos, jaleas, espuma o diafragma."
ultima_rel_sex_evita_enf_1-10,"a0804a-Operación femenina, OTB o ligadura de trompas"
ultima_rel_sex_evita_enf_1-11,a0804a-Operación masculina o vasectomía.
ultima_rel_sex_evita_enf_1-12,"a0804a-Ritmo, calendario, abstinencia periódica, termómetro, billin"
ultima_rel_sex_evita_enf_1-13,a0804a-Retiro o coito interrumpido.
ultima_rel_sex_evita_enf_1-14,a0804a-Nada.
ultima_rel_sex_evita_enf_1-77,a0804a-Otro (especifique).
ultima_rel_sex_evita_enf_1-88,a0804a-No recuerda.
ultima_rel_sex_evita_enf_1-99,a0804a-NS/NR.
ultima_rel_sex_evita_enf_2-1,a0804b-Condón o preservativo masculino.
ultima_rel_sex_evita_enf_2-2,a0804b-Condón femenino.
ultima_rel_sex_evita_enf_2-3,a0804b-Pastillas de anticoncepción de emergencia o del día siguient
ultima_rel_sex_evita_enf_2-4,a0804b-Pastillas o píldoras.
ultima_rel_sex_evita_enf_2-5,a0804b-Inyecciones.
ultima_rel_sex_evita_enf_2-6,a0804b-Parche anticonceptivo.
ultima_rel_sex_evita_enf_2-7,"a0804b-Dispositivo, DIU o aparato."
ultima_rel_sex_evita_enf_2-8,"a0804b-Implantes, tubos o norplant."
ultima_rel_sex_evita_enf_2-9,"a0804b-Óvulos, jaleas, espuma o diafragma."
ultima_rel_sex_evita_enf_2-10,"a0804b-Operación femenina, OTB o ligadura de trompas"
ultima_rel_sex_evita_enf_2-11,a0804b-Operación masculina o vasectomía.
ultima_rel_sex_evita_enf_2-12,"a0804b-Ritmo, calendario, abstinencia periódica, termómetro, billin"
ultima_rel_sex_evita_enf_2-13,a0804b-Retiro o coito interrumpido.
ultima_rel_sex_evita_enf_2-14,a0804b-Nada.
ultima_rel_sex_evita_enf_2-77,a0804b-Otro (especifique).
ultima_rel_sex_evita_enf_2-88,a0804b-No recuerda.
ultima_rel_sex_evita_enf_2-99,a0804b-NS/NR.
ultima_semana_concentrarse-1,a0212-Rara vez o nunca (menos de un día).
ultima_semana_concentrarse-2,a0212-Pocas veces o alguna vez (1-2 días).
ultima_semana_concentrarse-3,a0212-Un número de veces conside-rable (3-4 dias).
ultima_semana_concentrarse-4,a0212-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_deprimido-1,a0213-Rara vez o nunca (menos de un día).
ultima_semana_deprimido-2,a0213-Pocas veces o alguna vez (1-2 días).
ultima_semana_deprimido-3,a0213-Un número de veces conside-rable (3-4 dias).
ultima_semana_deprimido-4,a0213-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_disfrute-1,a0216-Rara vez o nunca (menos de un día).
ultima_semana_disfrute-2,a0216-Pocas veces o alguna vez (1-2 días).
ultima_semana_disfrute-3,a0216-Un número de veces conside-rable (3-4 dias).
ultima_semana_disfrute-4,a0216-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_durmio_bien-1,a0215-Rara vez o nunca (menos de un día).
ultima_semana_durmio_bien-2,a0215-Pocas veces o alguna vez (1-2 días).
ultima_semana_durmio_bien-3,a0215-Un número de veces conside-rable (3-4 dias).
ultima_semana_durmio_bien-4,a0215-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_esfuerzo-1,a0214-Rara vez o nunca (menos de un día).
ultima_semana_esfuerzo-2,a0214-Pocas veces o alguna vez (1-2 días).
ultima_semana_esfuerzo-3,a0214-Un número de veces conside-rable (3-4 dias).
ultima_semana_esfuerzo-4,a0214-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_triste-1,a0217-Rara vez o nunca (menos de un día).
ultima_semana_triste-2,a0217-Pocas veces o alguna vez (1-2 días).
ultima_semana_triste-3,a0217-Un número de veces conside-rable (3-4 dias).
ultima_semana_triste-4,a0217-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultima_semana_tristeza-1,a0211-Rara vez o nunca (menos de un día).
