"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Industrias manufactureras","332310_2019","Estructura_2019","Fabricación de estructuras metálicas","visible","integer",FALSE
"Industrias manufactureras","332320_2019","Herrería_2019","Fabricación de productos de herrería","visible","integer",FALSE
"Industrias manufactureras","332410_2019","Calderas_2019","Fabricación de calderas industriales","visible","integer",FALSE
"Industrias manufactureras","332420_2019","Tanques_2019","Fabricación de tanques metálicos de calibre grueso","visible","integer",FALSE
"Industrias manufactureras","332430_2019","Envases_2019","Fabricación de envases metálicos de calibre ligero","visible","integer",FALSE
"Industrias manufactureras","332510_2019","Herrajes_2019","Fabricación de herrajes y cerraduras","visible","integer",FALSE
"Industrias manufactureras","332610_2019","Alambre_2019","Fabricación de alambre, productos de alambre y resortes","visible","integer",FALSE
"Industrias manufactureras","332710_2019","Maquinado_2019","Maquinado de piezas para maquinaria y equipo en general","visible","integer",FALSE
"Industrias manufactureras","332720_2019","Tornillos_2019","Fabricación de tornillos, tuercas, remaches y similares","visible","integer",FALSE
"Industrias manufactureras","332810_2019","Recubrimie_2019","Recubrimientos y terminados metálicos","visible","integer",FALSE
"Industrias manufactureras","332910_2019","Válvulas_2019","Fabricación de válvulas metálicas","visible","integer",FALSE
"Industrias manufactureras","332991_2019","Baleros_2019","Fabricación de baleros o rodamientos","visible","integer",FALSE
"Industrias manufactureras","332999_2019","Productos_2019","Fabricación de otros productos metálicos","visible","integer",FALSE
"Industrias manufactureras","333111_2019","Maquinaria_2019","Fabricación de maquinaria y equipo agrícola","visible","integer",FALSE
"Industrias manufactureras","333112_2019","Maquinaria_2019","Fabricación de maquinaria y equipo pecuario","visible","integer",FALSE
"Industrias manufactureras","333120_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la construcción","visible","integer",FALSE
"Industrias manufactureras","333130_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria extractiva","visible","integer",FALSE
"Industrias manufactureras","333241_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria de la madera","visible","integer",FALSE
"Industrias manufactureras","333242_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria del hule y del plástico","visible","integer",FALSE
"Industrias manufactureras","333243_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria alimentaria y de las bebidas","visible","integer",FALSE
"Industrias manufactureras","333244_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria textil","visible","integer",FALSE
"Industrias manufactureras","333245_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria de la impresión","visible","integer",FALSE
"Industrias manufactureras","333246_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos","visible","integer",FALSE
"Industrias manufactureras","333249_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para otras industrias manufactureras","visible","integer",FALSE
"Industrias manufactureras","333311_2019","Aparatos_2019","Fabricación de aparatos fotográficos","visible","integer",FALSE
"Industrias manufactureras","333312_2019","Máquinas_2019","Fabricación de máquinas fotocopiadoras","visible","integer",FALSE
"Industrias manufactureras","333319_2019","Maquinaria_2019","Fabricación de otra maquinaria y equipo para el comercio y los servicios","visible","integer",FALSE
"Industrias manufactureras","333411_2019","Aire_2019","Fabricación de equipo de aire acondicionado y calefacción","visible","integer",FALSE
"Industrias manufactureras","333412_2019","Refrigerac_2019","Fabricación de equipo de refrigeración industrial y comercial","visible","integer",FALSE
"Industrias manufactureras","333510_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para la industria metalmecánica","visible","integer",FALSE
"Industrias manufactureras","333610_2019","Motores_2019","Fabricación de motores de combustión interna, turbinas y transmisiones","visible","integer",FALSE
"Industrias manufactureras","333910_2019","Bombas_2019","Fabricación de bombas y sistemas de bombeo","visible","integer",FALSE
"Industrias manufactureras","333920_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para levantar y trasladar","visible","integer",FALSE
"Industrias manufactureras","333991_2019","Equipo_2019","Fabricación de equipo para soldar y soldaduras","visible","integer",FALSE
"Industrias manufactureras","333992_2019","Maquinaria_2019","Fabricación de maquinaria y equipo para envasar y empacar","visible","integer",FALSE
"Industrias manufactureras","333993_2019","Aparatos_2019","Fabricación de aparatos e instrumentos para pesar","visible","integer",FALSE
"Industrias manufactureras","333999_2019","Maquinaria_2019","Fabricación de otra maquinaria y equipo para la industria en general","visible","integer",FALSE
"Industrias manufactureras","334110_2019","Computador_2019","Fabricación de computadoras y equipo periférico","visible","integer",FALSE
"Industrias manufactureras","334210_2019","Equipo_2019","Fabricación de equipo telefónico","visible","integer",FALSE
"Industrias manufactureras","334220_2019","Transmisió_2019","Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico","visible","integer",FALSE
"Industrias manufactureras","334290_2019","Equipos_2019","Fabricación de otros equipos de comunicación","visible","integer",FALSE
"Industrias manufactureras","334310_2019","Audio_2019","Fabricación de equipo de audio y de video","visible","integer",FALSE
"Industrias manufactureras","334410_2019","Componente_2019","Fabricación de componentes electrónicos","visible","integer",FALSE
"Industrias manufactureras","334511_2019","Relojes_2019","Fabricación de relojes","visible","integer",FALSE
"Industrias manufactureras","334519_2019","Instrument_2019","Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico","visible","integer",FALSE
"Industrias manufactureras","334610_2019","Fabricació_2019","Fabricación y reproducción de medios magnéticos y ópticos","visible","integer",FALSE
NA,"335110_2019","NA_2019",NA,"visible","integer",FALSE
NA,"335120_2019","NA_2019",NA,"visible","integer",FALSE
"Industrias manufactureras","335210_2019","Enseres_2019","Fabricación de enseres electrodomésticos menores","visible","integer",FALSE
"Industrias manufactureras","335220_2019","Aparatos_2019","Fabricación de aparatos de línea blanca","visible","integer",FALSE
"Industrias manufactureras","335311_2019","Motores_2019","Fabricación de motores y generadores eléctricos","visible","integer",FALSE
"Industrias manufactureras","335312_2019","Equipo_2019","Fabricación de equipo y aparatos de distribución de energía eléctrica","visible","integer",FALSE
"Industrias manufactureras","335910_2019","Acumulador_2019","Fabricación de acumuladores y pilas","visible","integer",FALSE
"Industrias manufactureras","335920_2019","Cables_2019","Fabricación de cables de conducción eléctrica","visible","integer",FALSE
"Industrias manufactureras","335930_2019","Enchufes_2019","Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas","visible","integer",FALSE
"Industrias manufactureras","335991_2019","Productos_2019","Fabricación de productos eléctricos de carbón y grafito","visible","integer",FALSE
"Industrias manufactureras","335999_2019","Productos_2019","Fabricación de otros productos eléctricos","visible","integer",FALSE
"Industrias manufactureras","336110_2019","Automóvile_2019","Fabricación de automóviles y camionetas","visible","integer",FALSE
"Industrias manufactureras","336120_2019","Camiones_2019","Fabricación de camiones y tractocamiones","visible","integer",FALSE
"Industrias manufactureras","336210_2019","Carrocería_2019","Fabricación de carrocerías y remolques","visible","integer",FALSE
"Industrias manufactureras","336310_2019","Motores_2019","Fabricación de motores y sus partes para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336320_2019","Equipo_2019","Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336330_2019","Partes_2019","Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336340_2019","Partes_2019","Fabricación de partes de sistemas de frenos para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336350_2019","Partes_2019","Fabricación de partes de sistemas de transmisión para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336360_2019","Asientos_2019","Fabricación de asientos y accesorios interiores para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336370_2019","Piezas_2019","Fabricación de piezas metálicas troqueladas para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336390_2019","Partes_2019","Fabricación de otras partes para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336410_2019","Equipo_2019","Fabricación de equipo aeroespacial","visible","integer",FALSE
"Industrias manufactureras","336510_2019","Equipo_2019","Fabricación de equipo ferroviario","visible","integer",FALSE
"Industrias manufactureras","336610_2019","Embarcacio_2019","Fabricación de embarcaciones","visible","integer",FALSE
"Industrias manufactureras","336991_2019","Motociclet_2019","Fabricación de motocicletas","visible","integer",FALSE
"Industrias manufactureras","336992_2019","Bicicletas_2019","Fabricación de bicicletas y triciclos","visible","integer",FALSE
"Industrias manufactureras","336999_2019","Transporte_2019","Fabricación de otro equipo de transporte","visible","integer",FALSE
"Industrias manufactureras","337110_2019","Cocinas_2019","Fabricación de cocinas integrales y muebles modulares de baño","visible","integer",FALSE
"Industrias manufactureras","337120_2019","Muebles_2019","Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería","visible","integer",FALSE
"Industrias manufactureras","337210_2019","Muebles_2019","Fabricación de muebles de oficina y estantería","visible","integer",FALSE
"Industrias manufactureras","337910_2019","Colchones_2019","Fabricación de colchones","visible","integer",FALSE
"Industrias manufactureras","337920_2019","Persianas_2019","Fabricación de persianas y cortineros","visible","integer",FALSE
"Industrias manufactureras","339111_2019","Equipo_2019","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","visible","integer",FALSE
"Industrias manufactureras","339112_2019","Material_2019","Fabricación de material desechable de uso médico","visible","integer",FALSE
"Industrias manufactureras","339113_2019","Artículos_2019","Fabricación de artículos oftálmicos","visible","integer",FALSE
"Industrias manufactureras","339911_2019","Acuñación_2019","Acuñación e impresión de monedas","visible","integer",FALSE
"Industrias manufactureras","339912_2019","Orfebrería_2019","Orfebrería y joyería de metales y piedras preciosos","visible","integer",FALSE
"Industrias manufactureras","339913_2019","Joyería_2019","Joyería de metales y piedras no preciosos y de otros materiales","visible","integer",FALSE
"Industrias manufactureras","339914_2019","Metalister_2019","Metalistería de metales no preciosos","visible","integer",FALSE
"Industrias manufactureras","339920_2019","Artículos_2019","Fabricación de artículos deportivos","visible","integer",FALSE
"Industrias manufactureras","339930_2019","Juguetes_2019","Fabricación de juguetes","visible","integer",FALSE
"Industrias manufactureras","339940_2019","Artículos_2019","Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina","visible","integer",FALSE
"Industrias manufactureras","339950_2019","Anuncios_2019","Fabricación de anuncios y señalamientos","visible","integer",FALSE
"Industrias manufactureras","339991_2019","Instrument_2019","Fabricación de instrumentos musicales","visible","integer",FALSE
"Industrias manufactureras","339992_2019","Cierres_2019","Fabricación de cierres, botones y agujas","visible","integer",FALSE
"Industrias manufactureras","339993_2019","Escobas_2019","Fabricación de escobas, cepillos y similares","visible","integer",FALSE
"Industrias manufactureras","339994_2019","Velas_2019","Fabricación de velas y veladoras","visible","integer",FALSE
"Industrias manufactureras","339995_2019","Ataúdes_2019","Fabricación de ataúdes","visible","integer",FALSE
"Industrias manufactureras","339999_2019","Manufactur_2019","Otras industrias manufactureras","visible","integer",FALSE
"Comercio al por mayor","431110_2019","Abarrotes_2019","Comercio al por mayor de abarrotes","visible","integer",FALSE
"Comercio al por mayor","431121_2019","Carnes_2019","Comercio al por mayor de carnes rojas","visible","integer",FALSE
"Comercio al por mayor","431122_2019","Carne_2019","Comercio al por mayor de carne de aves","visible","integer",FALSE
"Comercio al por mayor","431123_2019","Pescados_2019","Comercio al por mayor de pescados y mariscos","visible","integer",FALSE
"Comercio al por mayor","431130_2019","Frutas_2019","Comercio al por mayor de frutas y verduras frescas","visible","integer",FALSE
"Comercio al por mayor","431140_2019","Huevo_2019","Comercio al por mayor de huevo","visible","integer",FALSE
"Comercio al por mayor","431150_2019","Semillas_2019","Comercio al por mayor de semillas y granos alimenticios, especias y chiles secos","visible","integer",FALSE
"Comercio al por mayor","431160_2019","Leche_2019","Comercio al por mayor de leche y otros productos lácteos","visible","integer",FALSE
"Comercio al por mayor","431170_2019","Embutidos_2019","Comercio al por mayor de embutidos","visible","integer",FALSE
"Comercio al por mayor","431180_2019","Dulces_2019","Comercio al por mayor de dulces y materias primas para repostería","visible","integer",FALSE
"Comercio al por mayor","431191_2019","Panpastele_2019","Comercio al por mayor de pan y pasteles","visible","integer",FALSE
"Comercio al por mayor","431192_2019","Botanas_2019","Comercio al por mayor de botanas y frituras","visible","integer",FALSE
"Comercio al por mayor","431193_2019","Conservas_2019","Comercio al por mayor de conservas alimenticias","visible","integer",FALSE
"Comercio al por mayor","431194_2019","Miel_2019","Comercio al por mayor de miel","visible","integer",FALSE
"Comercio al por mayor","431199_2019","Alimentos_2019","Comercio al por mayor de otros alimentos","visible","integer",FALSE
"Comercio al por mayor","431211_2019","Bebidas_2019","Comercio al por mayor de bebidas no alcohólicas y hielo","visible","integer",FALSE
"Comercio al por mayor","431212_2019","Vinos_2019","Comercio al por mayor de vinos y licores","visible","integer",FALSE
"Comercio al por mayor","431213_2019","Cerveza_2019","Comercio al por mayor de cerveza","visible","integer",FALSE
"Comercio al por mayor","431220_2019","Cigarros_2019","Comercio al por mayor de cigarros, puros y tabaco","visible","integer",FALSE
"Comercio al por mayor","432111_2019","Fibras_2019","Comercio al por mayor de fibras, hilos y telas","visible","integer",FALSE
"Comercio al por mayor","432112_2019","Blancos_2019","Comercio al por mayor de blancos","visible","integer",FALSE
"Comercio al por mayor","432113_2019","Cueros_2019","Comercio al por mayor de cueros y pieles","visible","integer",FALSE
"Comercio al por mayor","432119_2019","Productos_2019","Comercio al por mayor de otros productos textiles","visible","integer",FALSE
"Comercio al por mayor","432120_2019","Ropa_2019","Comercio al por mayor de ropa, bisutería y accesorios de vestir","visible","integer",FALSE
"Comercio al por mayor","432130_2019","Calzado_2019","Comercio al por mayor de calzado","visible","integer",FALSE
"Comercio al por mayor","433110_2019","Productos_2019","Comercio al por mayor de productos farmacéuticos","visible","integer",FALSE
"Comercio al por mayor","433210_2019","Perfumería_2019","Comercio al por mayor de artículos de perfumería y cosméticos","visible","integer",FALSE
"Comercio al por mayor","433220_2019","Joyería_2019","Comercio al por mayor de artículos de joyería y relojes","visible","integer",FALSE
"Comercio al por mayor","433311_2019","Grabacione_2019","Comercio al por mayor de grabaciones de audio y video en medios físicos","visible","integer",FALSE
"Comercio al por mayor","433312_2019","Juguetes_2019","Comercio al por mayor de juguetes y bicicletas","visible","integer",FALSE
"Comercio al por mayor","433313_2019","Artículos_2019","Comercio al por mayor de artículos y aparatos deportivos","visible","integer",FALSE
"Comercio al por mayor","433410_2019","Papelería_2019","Comercio al por mayor de artículos de papelería","visible","integer",FALSE
"Comercio al por mayor","433420_2019","Libros_2019","Comercio al por mayor de libros","visible","integer",FALSE
"Comercio al por mayor","433430_2019","Revistas_2019","Comercio al por mayor de revistas y periódicos","visible","integer",FALSE
"Comercio al por mayor","433510_2019","Electrodom_2019","Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca","visible","integer",FALSE
"Comercio al por mayor","434111_2019","Fertilizan_2019","Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","visible","integer",FALSE
"Comercio al por mayor","434112_2019","Medicament_2019","Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas","visible","integer",FALSE
"Comercio al por mayor","434211_2019","Cemento_2019","Comercio al por mayor de cemento, tabique y grava","visible","integer",FALSE
"Comercio al por mayor","434219_2019","Materiales_2019","Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos","visible","integer",FALSE
"Comercio al por mayor","434221_2019","Materiales_2019","Comercio al por mayor de materiales metálicos para la construcción y la manufactura","visible","integer",FALSE
"Comercio al por mayor","434222_2019","Productos_2019","Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial","visible","integer",FALSE
"Comercio al por mayor","434223_2019","Envases_2019","Comercio al por mayor de envases en general, papel y cartón para la industria","visible","integer",FALSE
"Comercio al por mayor","434224_2019","Madera_2019","Comercio al por mayor de madera para la construcción y la industria","visible","integer",FALSE
"Comercio al por mayor","434225_2019","Equipo_2019","Comercio al por mayor de equipo y material eléctrico","visible","integer",FALSE
"Comercio al por mayor","434226_2019","Pintura_2019","Comercio al por mayor de pintura","visible","integer",FALSE
"Comercio al por mayor","434227_2019","Vidrios_2019","Comercio al por mayor de vidrios y espejos","visible","integer",FALSE
"Comercio al por mayor","434228_2019","Ganado_2019","Comercio al por mayor de ganado y aves en pie","visible","integer",FALSE
"Comercio al por mayor","434229_2019","Materias_2019","Comercio al por mayor de otras materias primas para otras industrias","visible","integer",FALSE
"Comercio al por mayor","434230_2019","Combustibl_2019","Comercio al por mayor de combustibles","visible","integer",FALSE
"Comercio al por mayor","434240_2019","Artículos_2019","Comercio al por mayor de artículos desechables","visible","integer",FALSE
"Comercio al por mayor","434311_2019","Desechos_2019","Comercio al por mayor de desechos metálicos","visible","integer",FALSE
"Comercio al por mayor","434312_2019","Desechos_2019","Comercio al por mayor de desechos de papel y de cartón","visible","integer",FALSE
"Comercio al por mayor","434313_2019","Desechos_2019","Comercio al por mayor de desechos de vidrio","visible","integer",FALSE
"Comercio al por mayor","434314_2019","Desechos_2019","Comercio al por mayor de desechos de plástico","visible","integer",FALSE
"Comercio al por mayor","434319_2019","Materiales_2019","Comercio al por mayor de otros materiales de desecho","visible","integer",FALSE
"Comercio al por mayor","435110_2019","Maquinaria_2019","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","visible","integer",FALSE
"Comercio al por mayor","435210_2019","Maquinaria_2019","Comercio al por mayor de maquinaria y equipo para la construcción y la minería","visible","integer",FALSE
"Comercio al por mayor","435220_2019","Maquinaria_2019","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","visible","integer",FALSE
"Comercio al por mayor","435311_2019","Telecomuni_2019","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","visible","integer",FALSE
"Comercio al por mayor","435312_2019","Artículos_2019","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","visible","integer",FALSE
"Comercio al por mayor","435313_2019","Mobiliario_2019","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","visible","integer",FALSE
"Comercio al por mayor","435319_2019","Maquinaria_2019","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","visible","integer",FALSE
"Comercio al por mayor","435411_2019","Mobiliario_2019","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","visible","integer",FALSE
"Comercio al por mayor","435412_2019","Mobiliario_2019","Comercio al por mayor de mobiliario y equipo de oficina","visible","integer",FALSE
"Comercio al por mayor","435419_2019","Maquinaria_2019","Comercio al por mayor de otra maquinaria y equipo de uso general","visible","integer",FALSE
"Comercio al por mayor","436111_2019","Camiones_2019","Comercio al por mayor de camiones","visible","integer",FALSE
"Comercio al por mayor","436112_2019","Refaccione_2019","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","visible","integer",FALSE
NA,"437111_2019","NA_2019",NA,"visible","integer",FALSE
NA,"437112_2019","NA_2019",NA,"visible","integer",FALSE
NA,"437113_2019","NA_2019",NA,"visible","integer",FALSE
NA,"437210_2019","NA_2019",NA,"visible","integer",FALSE
"Comercio al por menor","461110_2019","Comercio_2019","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","visible","integer",FALSE
"Comercio al por menor","461121_2019","Carnes_2019","Comercio al por menor de carnes rojas","visible","integer",FALSE
"Comercio al por menor","461122_2019","Carne_2019","Comercio al por menor de carne de aves","visible","integer",FALSE
"Comercio al por menor","461123_2019","Pescados_2019","Comercio al por menor de pescados y mariscos","visible","integer",FALSE
"Comercio al por menor","461130_2019","Frutas_2019","Comercio al por menor de frutas y verduras frescas","visible","integer",FALSE
"Comercio al por menor","461140_2019","Semillas_2019","Comercio al por menor de semillas y granos alimenticios, especias y chiles secos","visible","integer",FALSE
"Comercio al por menor","461150_2019","Leche_2019","Comercio al por menor de leche, otros productos lácteos y embutidos","visible","integer",FALSE
"Comercio al por menor","461160_2019","Dulces_2019","Comercio al por menor de dulces y materias primas para repostería","visible","integer",FALSE
"Comercio al por menor","461170_2019","Paletas_2019","Comercio al por menor de paletas de hielo y helados","visible","integer",FALSE
"Comercio al por menor","461190_2019","Alimentos_2019","Comercio al por menor de otros alimentos","visible","integer",FALSE
"Comercio al por menor","461211_2019","Vinos_2019","Comercio al por menor de vinos y licores","visible","integer",FALSE
"Comercio al por menor","461212_2019","Cerveza_2019","Comercio al por menor de cerveza","visible","integer",FALSE
"Comercio al por menor","461213_2019","Bebidas_2019","Comercio al por menor de bebidas no alcohólicas y hielo","visible","integer",FALSE
"Comercio al por menor","461220_2019","Cigarros_2019","Comercio al por menor de cigarros, puros y tabaco","visible","integer",FALSE
"Comercio al por menor","462111_2019","Comercio_2019","Comercio al por menor en supermercados","visible","integer",FALSE
"Comercio al por menor","462112_2019","Comercio_2019","Comercio al por menor en minisupers","visible","integer",FALSE
"Comercio al por menor","462210_2019","Comercio_2019","Comercio al por menor en tiendas departamentales","visible","integer",FALSE
"Comercio al por menor","463111_2019","Telas_2019","Comercio al por menor de telas","visible","integer",FALSE
"Comercio al por menor","463112_2019","Blancos_2019","Comercio al por menor de blancos","visible","integer",FALSE
"Comercio al por menor","463113_2019","Mercería_2019","Comercio al por menor de artículos de mercería y bonetería","visible","integer",FALSE
"Comercio al por menor","463211_2019","Ropa_2019","Comercio al por menor de ropa, excepto de bebé y lencería","visible","integer",FALSE
"Comercio al por menor","463212_2019","Ropa_2019","Comercio al por menor de ropa de bebé","visible","integer",FALSE
"Comercio al por menor","463213_2019","Lencería_2019","Comercio al por menor de lencería","visible","integer",FALSE
"Comercio al por menor","463214_2019","Disfraces_2019","Comercio al por menor de disfraces, trajes típicos y vestidos de novia","visible","integer",FALSE
"Comercio al por menor","463215_2019","Bisutería_2019","Comercio al por menor de bisutería y accesorios de vestir","visible","integer",FALSE
"Comercio al por menor","463216_2019","Ropa_2019","Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales","visible","integer",FALSE
"Comercio al por menor","463217_2019","Pañales_2019","Comercio al por menor de pañales desechables","visible","integer",FALSE
"Comercio al por menor","463218_2019","Sombreros_2019","Comercio al por menor de sombreros","visible","integer",FALSE
"Comercio al por menor","463310_2019","Calzado_2019","Comercio al por menor de calzado","visible","integer",FALSE
"Comercio al por menor","464111_2019","Farmacias_2019","Farmacias sin minisúper","visible","integer",FALSE
"Comercio al por menor","464112_2019","Farmacias_2019","Farmacias con minisúper","visible","integer",FALSE
"Comercio al por menor","464113_2019","Productos_2019","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","visible","integer",FALSE
"Comercio al por menor","464121_2019","Lentes_2019","Comercio al por menor de lentes","visible","integer",FALSE
"Comercio al por menor","464122_2019","Artículos_2019","Comercio al por menor de artículos ortopédicos","visible","integer",FALSE
"Comercio al por menor","465111_2019","Perfumería_2019","Comercio al por menor de artículos de perfumería y cosméticos","visible","integer",FALSE
"Comercio al por menor","465112_2019","Joyería_2019","Comercio al por menor de artículos de joyería y relojes","visible","integer",FALSE
"Comercio al por menor","465211_2019","Grabacione_2019","Comercio al por menor de grabaciones de audio y video en medios físicos","visible","integer",FALSE
"Comercio al por menor","465212_2019","Juguetes_2019","Comercio al por menor de juguetes","visible","integer",FALSE
"Comercio al por menor","465213_2019","Bicicletas_2019","Comercio al por menor de bicicletas y triciclos","visible","integer",FALSE
"Comercio al por menor","465214_2019","Equipo_2019","Comercio al por menor de equipo y material fotográfico","visible","integer",FALSE
"Comercio al por menor","465215_2019","Artículos_2019","Comercio al por menor de artículos y aparatos deportivos","visible","integer",FALSE
"Comercio al por menor","465216_2019","Instrument_2019","Comercio al por menor de instrumentos musicales","visible","integer",FALSE
"Comercio al por menor","465311_2019","Papelería_2019","Comercio al por menor de artículos de papelería","visible","integer",FALSE
"Comercio al por menor","465312_2019","Libros_2019","Comercio al por menor de libros","visible","integer",FALSE
"Comercio al por menor","465313_2019","Revistas_2019","Comercio al por menor de revistas y periódicos","visible","integer",FALSE
"Comercio al por menor","465911_2019","Mascotas_2019","Comercio al por menor de mascotas y sus accesorios","visible","integer",FALSE
"Comercio al por menor","465912_2019","Regalos_2019","Comercio al por menor de regalos","visible","integer",FALSE
"Comercio al por menor","465913_2019","Artículos_2019","Comercio al por menor de artículos religiosos","visible","integer",FALSE
"Comercio al por menor","465914_2019","Artículos_2019","Comercio al por menor de artículos desechables","visible","integer",FALSE
"Comercio al por menor","465915_2019","Comercio_2019","Comercio al por menor en tiendas de artesanías","visible","integer",FALSE
"Comercio al por menor","465919_2019","Usopersona_2019","Comercio al por menor de otros artículos de uso personal","visible","integer",FALSE
"Comercio al por menor","466111_2019","Muebles_2019","Comercio al por menor de muebles para el hogar","visible","integer",FALSE
"Comercio al por menor","466112_2019","Electrodom_2019","Comercio al por menor de electrodomésticos menores y aparatos de línea blanca","visible","integer",FALSE
"Comercio al por menor","466113_2019","Muebles_2019","Comercio al por menor de muebles para jardín","visible","integer",FALSE
"Comercio al por menor","466114_2019","Cristalerí_2019","Comercio al por menor de cristalería, loza y utensilios de cocina","visible","integer",FALSE
"Comercio al por menor","466211_2019","Mobiliario_2019","Comercio al por menor de mobiliario, equipo y accesorios de cómputo","visible","integer",FALSE
"Comercio al por menor","466212_2019","Teléfonos_2019","Comercio al por menor de teléfonos y otros aparatos de comunicación","visible","integer",FALSE
"Comercio al por menor","466311_2019","Alfombras_2019","Comercio al por menor de alfombras, cortinas, tapices y similares","visible","integer",FALSE
"Comercio al por menor","466312_2019","Plantas_2019","Comercio al por menor de plantas y flores naturales","visible","integer",FALSE
"Comercio al por menor","466313_2019","Antigüedad_2019","Comercio al por menor de antigüedades y obras de arte","visible","integer",FALSE
"Comercio al por menor","466314_2019","Lámparas_2019","Comercio al por menor de lámparas ornamentales y candiles","visible","integer",FALSE
"Comercio al por menor","466319_2019","Artículos_2019","Comercio al por menor de otros artículos para la decoración de interiores","visible","integer",FALSE
"Comercio al por menor","466410_2019","Artículos_2019","Comercio al por menor de artículos usados","visible","integer",FALSE
"Comercio al por menor","467111_2019","Comercio_2019","Comercio al por menor en ferreterías y tlapalerías","visible","integer",FALSE
"Comercio al por menor","467112_2019","Pisos_2019","Comercio al por menor de pisos y recubrimientos cerámicos","visible","integer",FALSE
"Comercio al por menor","467113_2019","Pintura_2019","Comercio al por menor de pintura","visible","integer",FALSE
"Comercio al por menor","467114_2019","Vidrios_2019","Comercio al por menor de vidrios y espejos","visible","integer",FALSE
"Comercio al por menor","467115_2019","Artículos_2019","Comercio al por menor de artículos para la limpieza","visible","integer",FALSE
"Comercio al por menor","467116_2019","Materiales_2019","Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas","visible","integer",FALSE
"Comercio al por menor","467117_2019","Artículos_2019","Comercio al por menor de artículos para albercas y otros artículos","visible","integer",FALSE
"Comercio al por menor","468111_2019","Automóvile_2019","Comercio al por menor de automóviles y camionetas nuevos","visible","integer",FALSE
"Comercio al por menor","468112_2019","Automóvile_2019","Comercio al por menor de automóviles y camionetas usados","visible","integer",FALSE
"Comercio al por menor","468211_2019","Refaccione_2019","Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468212_2019","Refaccione_2019","Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468213_2019","Llantas_2019","Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468311_2019","Motociclet_2019","Comercio al por menor de motocicletas","visible","integer",FALSE
"Comercio al por menor","468319_2019","Vehículos_2019","Comercio al por menor de otros vehículos de motor","visible","integer",FALSE
"Comercio al por menor","468411_2019","Gasolina_2019","Comercio al por menor de gasolina y diésel","visible","integer",FALSE
"Comercio al por menor","468412_2019","Gaslp_2019","Comercio al por menor de gas LP en cilindros y para tanques estacionarios","visible","integer",FALSE
