"subcategoria","var","var_alias","description","visibility","var_type","is_category"
NA,"112511_2022","NA_2022",NA,"visible","integer",FALSE
NA,"112512_2022","NA_2022",NA,"visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","114111_2022","Camarón_2022","Pesca de camarón","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","114112_2022","Túnidos_2022","Pesca de túnidos","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","114113_2022","Sardina_2022","Pesca de sardina y anchoveta","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","114119_2022","Pesca_2022","Pesca y captura de otros peces, crustáceos, moluscos y otras especies","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115111_2022","Fumigación_2022","Servicios de fumigación agrícola","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115112_2022","Despepite_2022","Despepite de algodón","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115113_2022","Productos_2022","Beneficio de productos agrícolas","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115119_2022","Relacionad_2022","Otros servicios relacionados con la agricultura","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115210_2022","Servicios_2022","Servicios relacionados con la cría y explotación de animales","visible","integer",FALSE
"Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza","115310_2022","Servicios_2022","Servicios relacionados con el aprovechamiento forestal","visible","integer",FALSE
"Minería","211111_2022","Petróleo_2022","Extracción de petróleo y gas natural asociado","visible","integer",FALSE
"Minería","211112_2022","Gasnatural_2022","Extracción de gas natural no asociado","visible","integer",FALSE
"Minería","212110_2022","Carbón_2022","Minería de carbón mineral","visible","integer",FALSE
"Minería","212210_2022","Hierro_2022","Minería de hierro","visible","integer",FALSE
"Minería","212221_2022","Oro_2022","Minería de oro","visible","integer",FALSE
"Minería","212222_2022","Plata_2022","Minería de plata","visible","integer",FALSE
"Minería","212231_2022","Cobre_2022","Minería de cobre","visible","integer",FALSE
"Minería","212232_2022","Plomo_2022","Minería de plomo y zinc","visible","integer",FALSE
"Minería","212291_2022","Manganeso_2022","Minería de manganeso","visible","integer",FALSE
"Minería","212292_2022","Mercurio_2022","Minería de mercurio y antimonio","visible","integer",FALSE
"Minería","212299_2022","Minerales_2022","Minería de otros minerales metálicos","visible","integer",FALSE
"Minería","212311_2022","Piedra_2022","Minería de piedra caliza","visible","integer",FALSE
"Minería","212312_2022","Mármol_2022","Minería de mármol","visible","integer",FALSE
"Minería","212319_2022","Piedras_2022","Minería de otras piedras dimensionadas","visible","integer",FALSE
"Minería","212321_2022","Arena_2022","Minería de arena y grava para la construcción","visible","integer",FALSE
"Minería","212322_2022","Tezontle_2022","Minería de tezontle y tepetate","visible","integer",FALSE
"Minería","212323_2022","Feldespato_2022","Minería de feldespato","visible","integer",FALSE
"Minería","212324_2022","Sílice_2022","Minería de sílice","visible","integer",FALSE
"Minería","212325_2022","Caolín_2022","Minería de caolín","visible","integer",FALSE
"Minería","212329_2022","Arcillas_2022","Minería de otras arcillas y de otros minerales refractarios","visible","integer",FALSE
"Minería","212391_2022","Sal_2022","Minería de sal","visible","integer",FALSE
"Minería","212392_2022","Piedra_2022","Minería de piedra de yeso","visible","integer",FALSE
"Minería","212393_2022","Barita_2022","Minería de barita","visible","integer",FALSE
"Minería","212394_2022","Roca_2022","Minería de roca fosfórica","visible","integer",FALSE
"Minería","212395_2022","Fluorita_2022","Minería de fluorita","visible","integer",FALSE
"Minería","212396_2022","Grafito_2022","Minería de grafito","visible","integer",FALSE
"Minería","212397_2022","Azufre_2022","Minería de azufre","visible","integer",FALSE
"Minería","212398_2022","Minerales_2022","Minería de minerales no metálicos para productos químicos","visible","integer",FALSE
"Minería","212399_2022","Minerales_2022","Minería de otros minerales no metálicos","visible","integer",FALSE
"Minería","213111_2022","Perforació_2022","Perforación de pozos petroleros y de gas","visible","integer",FALSE
"Minería","213119_2022","Relacionad_2022","Otros servicios relacionados con la minería","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221111_2022","Electricid_2022","Generación de electricidad a partir de combustibles fósiles","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221112_2022","Electricid_2022","Generación de electricidad a partir de energía hidráulica","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221113_2022","Electricid_2022","Generación de electricidad a partir de energía solar","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221114_2022","Electricid_2022","Generación de electricidad a partir de energía eólica","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221119_2022","Electricid_2022","Generación de electricidad a partir de otro tipo de energía","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221121_2022","Transmisió_2022","Transmisión de energía eléctrica","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221122_2022","Distribuci_2022","Distribución de energía eléctrica","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221123_2022","Comerciali_2022","Comercialización de energía eléctrica","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221210_2022","Suministro_2022","Suministro de gas natural por ductos al consumidor final","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221311_2022","Captación_2022","Captación, tratamiento y suministro de agua realizados por el sector privado","visible","integer",FALSE
"Generación transmisión distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final","221312_2022","Captación_2022","Captación, tratamiento y suministro de agua realizados por el sector público","visible","integer",FALSE
"Construcción","236111_2022","Vivienda_2022","Edificación de vivienda unifamiliar","visible","integer",FALSE
"Construcción","236112_2022","Vivienda_2022","Edificación de vivienda multifamiliar","visible","integer",FALSE
"Construcción","236113_2022","Supervisió_2022","Supervisión de edificación residencial","visible","integer",FALSE
"Construcción","236211_2022","Naves_2022","Edificación de naves y plantas industriales, excepto la supervisión","visible","integer",FALSE
"Construcción","236212_2022","Supervisió_2022","Supervisión de edificación de naves y plantas industriales","visible","integer",FALSE
"Construcción","236221_2022","Inmuebles_2022","Edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales, excepto la supervisión","visible","integer",FALSE
"Construcción","236222_2022","Supervisió_2022","Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","visible","integer",FALSE
"Construcción","237111_2022","Obras_2022","Construcción de obras para el tratamiento, distribución y suministro de agua y drenaje","visible","integer",FALSE
"Construcción","237112_2022","Riego_2022","Construcción de sistemas de riego agrícola","visible","integer",FALSE
"Construcción","237113_2022","Supervisió_2022","Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego","visible","integer",FALSE
"Construcción","237121_2022","Distribuci_2022","Construcción de sistemas de distribución de petróleo y gas","visible","integer",FALSE
"Construcción","237122_2022","Plantas_2022","Construcción de plantas de refinería y petroquímica","visible","integer",FALSE
"Construcción","237123_2022","Supervisió_2022","Supervisión de construcción de obras para petróleo y gas","visible","integer",FALSE
"Construcción","237131_2022","Obras_2022","Construcción de obras de generación y conducción de energía eléctrica","visible","integer",FALSE
"Construcción","237132_2022","Obras_2022","Construcción de obras para telecomunicaciones","visible","integer",FALSE
"Construcción","237133_2022","Supervisió_2022","Supervisión de construcción de obras de generación y conducción de energía eléctrica y de obras para telecomunicaciones","visible","integer",FALSE
"Construcción","237211_2022","División_2022","División de terrenos","visible","integer",FALSE
"Construcción","237212_2022","Obras_2022","Construcción de obras de urbanización","visible","integer",FALSE
"Construcción","237213_2022","Supervisió_2022","Supervisión de división de terrenos y de construcción de obras de urbanización","visible","integer",FALSE
"Construcción","237311_2022","Señalamien_2022","Instalación de señalamientos y protecciones en obras viales","visible","integer",FALSE
"Construcción","237312_2022","Carreteras_2022","Construcción de carreteras, puentes y similares","visible","integer",FALSE
"Construcción","237313_2022","Supervisió_2022","Supervisión de construcción de vías de comunicación","visible","integer",FALSE
"Construcción","237991_2022","Presas_2022","Construcción de presas y represas","visible","integer",FALSE
"Construcción","237992_2022","Obras_2022","Construcción de obras marítimas, fluviales y subacuáticas","visible","integer",FALSE
"Construcción","237993_2022","Obras_2022","Construcción de obras para transporte eléctrico y ferroviario","visible","integer",FALSE
"Construcción","237994_2022","Supervisió_2022","Supervisión de construcción de otras obras de ingeniería civil","visible","integer",FALSE
"Construcción","237999_2022","Construcci_2022","Otras construcciones de ingeniería civil","visible","integer",FALSE
"Construcción","238110_2022","Cimentacio_2022","Trabajos de cimentaciones","visible","integer",FALSE
"Construcción","238121_2022","Montaje_2022","Montaje de estructuras de concreto prefabricadas","visible","integer",FALSE
"Construcción","238122_2022","Montaje_2022","Montaje de estructuras de acero prefabricadas","visible","integer",FALSE
"Construcción","238130_2022","Albañilerí_2022","Trabajos de albañilería","visible","integer",FALSE
"Construcción","238190_2022","Trabajos_2022","Otros trabajos en exteriores","visible","integer",FALSE
"Construcción","238210_2022","Instalacio_2022","Instalaciones eléctricas en construcciones","visible","integer",FALSE
"Construcción","238221_2022","Instalacio_2022","Instalaciones hidrosanitarias y de gas","visible","integer",FALSE
"Construcción","238222_2022","Instalacio_2022","Instalaciones de sistemas centrales de aire acondicionado y calefacción","visible","integer",FALSE
"Construcción","238290_2022","Instalacio_2022","Otras instalaciones y equipamiento en construcciones","visible","integer",FALSE
"Construcción","238311_2022","Colocación_2022","Colocación de muros falsos y aislamiento","visible","integer",FALSE
"Construcción","238312_2022","Enyesado_2022","Trabajos de enyesado, empastado y tiroleado","visible","integer",FALSE
"Construcción","238320_2022","Pintura_2022","Trabajos de pintura y otros cubrimientos de paredes","visible","integer",FALSE
"Construcción","238330_2022","Colocación_2022","Colocación de pisos flexibles y de madera","visible","integer",FALSE
"Construcción","238340_2022","Colocación_2022","Colocación de pisos cerámicos y azulejos","visible","integer",FALSE
"Construcción","238350_2022","Realizació_2022","Realización de trabajos de carpintería en el lugar de la construcción","visible","integer",FALSE
"Construcción","238390_2022","Trabajos_2022","Otros trabajos de acabados en edificaciones","visible","integer",FALSE
"Construcción","238910_2022","Preparació_2022","Preparación de terrenos para la construcción","visible","integer",FALSE
"Construcción","238990_2022","Trabajos_2022","Otros trabajos especializados para la construcción","visible","integer",FALSE
"Industrias manufactureras","311110_2022","Alimentos_2022","Elaboración de alimentos balanceados para animales","visible","integer",FALSE
"Industrias manufactureras","311211_2022","Beneficio_2022","Beneficio del arroz","visible","integer",FALSE
"Industrias manufactureras","311212_2022","Harina_2022","Elaboración de harina de trigo","visible","integer",FALSE
"Industrias manufactureras","311213_2022","Harina_2022","Elaboración de harina de maíz","visible","integer",FALSE
"Industrias manufactureras","311214_2022","Harina_2022","Elaboración de harina de otros productos agrícolas","visible","integer",FALSE
"Industrias manufactureras","311215_2022","Malta_2022","Elaboración de malta","visible","integer",FALSE
"Industrias manufactureras","311221_2022","Féculas_2022","Elaboración de féculas y otros almidones y sus derivados","visible","integer",FALSE
"Industrias manufactureras","311222_2022","Aceites_2022","Elaboración de aceites y grasas vegetales comestibles","visible","integer",FALSE
"Industrias manufactureras","311230_2022","Cereales_2022","Elaboración de cereales para el desayuno","visible","integer",FALSE
"Industrias manufactureras","311311_2022","Azúcar_2022","Elaboración de azúcar de caña","visible","integer",FALSE
"Industrias manufactureras","311319_2022","Azúcares_2022","Elaboración de otros azúcares","visible","integer",FALSE
"Industrias manufactureras","311340_2022","Dulces_2022","Elaboración de dulces, chicles y productos de confitería que no sean de chocolate","visible","integer",FALSE
"Industrias manufactureras","311350_2022","Chocolate_2022","Elaboración de chocolate y productos de chocolate","visible","integer",FALSE
"Industrias manufactureras","311411_2022","Congelació_2022","Congelación de frutas y verduras","visible","integer",FALSE
"Industrias manufactureras","311412_2022","Congelació_2022","Congelación de guisos y otros alimentos preparados","visible","integer",FALSE
"Industrias manufactureras","311421_2022","Deshidrata_2022","Deshidratación de frutas y verduras","visible","integer",FALSE
"Industrias manufactureras","311422_2022","Conservaci_2022","Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación","visible","integer",FALSE
"Industrias manufactureras","311423_2022","Conservaci_2022","Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación","visible","integer",FALSE
"Industrias manufactureras","311511_2022","Leche_2022","Elaboración de leche líquida","visible","integer",FALSE
"Industrias manufactureras","311512_2022","Leche_2022","Elaboración de leche en polvo, condensada y evaporada","visible","integer",FALSE
"Industrias manufactureras","311513_2022","Derivados_2022","Elaboración de derivados y fermentos lácteos","visible","integer",FALSE
"Industrias manufactureras","311520_2022","Helados_2022","Elaboración de helados y paletas","visible","integer",FALSE
"Industrias manufactureras","311611_2022","Matanza_2022","Matanza de ganado, aves y otros animales comestibles","visible","integer",FALSE
"Industrias manufactureras","311612_2022","Corte_2022","Corte y empacado de carne de ganado, aves y otros animales comestibles","visible","integer",FALSE
"Industrias manufactureras","311613_2022","Embutidos_2022","Elaboración de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles","visible","integer",FALSE
"Industrias manufactureras","311614_2022","Manteca_2022","Elaboración de manteca y otras grasas animales comestibles","visible","integer",FALSE
"Industrias manufactureras","311710_2022","Preparació_2022","Preparación y envasado de pescados y mariscos","visible","integer",FALSE
"Industrias manufactureras","311811_2022","Panificaci_2022","Panificación industrial","visible","integer",FALSE
"Industrias manufactureras","311812_2022","Panificaci_2022","Panificación tradicional","visible","integer",FALSE
"Industrias manufactureras","311813_2022","Tortillas_2022","Elaboración de tortillas de harina de trigo de forma tradicional","visible","integer",FALSE
"Industrias manufactureras","311820_2022","Galletas_2022","Elaboración de galletas y pastas para sopa","visible","integer",FALSE
"Industrias manufactureras","311830_2022","Tortillas_2022","Elaboración de tortillas de maíz y molienda de nixtamal","visible","integer",FALSE
"Industrias manufactureras","311910_2022","Botanas_2022","Elaboración de botanas","visible","integer",FALSE
"Industrias manufactureras","311921_2022","Beneficio_2022","Beneficio del café","visible","integer",FALSE
"Industrias manufactureras","311922_2022","Café_2022","Elaboración de café tostado y molido destinado a unidades que lo comercializan","visible","integer",FALSE
"Industrias manufactureras","311923_2022","Café_2022","Elaboración de café instantáneo","visible","integer",FALSE
"Industrias manufactureras","311924_2022","Preparació_2022","Preparación y envasado de té","visible","integer",FALSE
"Industrias manufactureras","311930_2022","Concentrad_2022","Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas","visible","integer",FALSE
"Industrias manufactureras","311940_2022","Condimento_2022","Elaboración de condimentos y aderezos","visible","integer",FALSE
"Industrias manufactureras","311991_2022","Gelatinas_2022","Elaboración de gelatinas y otros postres en polvo","visible","integer",FALSE
"Industrias manufactureras","311992_2022","Levadura_2022","Elaboración de levadura","visible","integer",FALSE
"Industrias manufactureras","311993_2022","Alimentos_2022","Elaboración de alimentos frescos para consumo inmediato","visible","integer",FALSE
"Industrias manufactureras","311999_2022","Alimentos_2022","Elaboración de otros alimentos procesados y envasados","visible","integer",FALSE
"Industrias manufactureras","312111_2022","Refrescos_2022","Elaboración de refrescos y otras bebidas no alcohólicas","visible","integer",FALSE
"Industrias manufactureras","312112_2022","Purificaci_2022","Purificación y embotellado de agua","visible","integer",FALSE
"Industrias manufactureras","312113_2022","Hielo_2022","Elaboración de hielo","visible","integer",FALSE
"Industrias manufactureras","312120_2022","Cerveza_2022","Elaboración de cerveza","visible","integer",FALSE
"Industrias manufactureras","312131_2022","Bebidas_2022","Elaboración de bebidas alcohólicas a base de uva","visible","integer",FALSE
"Industrias manufactureras","312132_2022","Pulque_2022","Elaboración de pulque","visible","integer",FALSE
"Industrias manufactureras","312139_2022","Sidra_2022","Elaboración de sidra y otras bebidas fermentadas","visible","integer",FALSE
"Industrias manufactureras","312141_2022","Ronotras_2022","Elaboración de ron y otras bebidas destiladas de caña","visible","integer",FALSE
NA,"312142_2022","NA_2022",NA,"visible","integer",FALSE
"Industrias manufactureras","312143_2022","Obtención_2022","Obtención de alcohol etílico potable","visible","integer",FALSE
"Industrias manufactureras","312149_2022","Bebidas_2022","Elaboración de otras bebidas destiladas","visible","integer",FALSE
"Industrias manufactureras","312210_2022","Beneficio_2022","Beneficio del tabaco","visible","integer",FALSE
"Industrias manufactureras","312221_2022","Cigarros_2022","Elaboración de cigarros","visible","integer",FALSE
"Industrias manufactureras","312222_2022","Puros_2022","Elaboración de puros y otros productos de tabaco","visible","integer",FALSE
"Industrias manufactureras","313111_2022","Preparació_2022","Preparación e hilado de fibras duras naturales","visible","integer",FALSE
"Industrias manufactureras","313112_2022","Preparació_2022","Preparación e hilado de fibras blandas naturales","visible","integer",FALSE
"Industrias manufactureras","313113_2022","Hilos_2022","Fabricación de hilos para coser y bordar","visible","integer",FALSE
"Industrias manufactureras","313210_2022","Telas_2022","Fabricación de telas anchas de tejido de trama","visible","integer",FALSE
"Industrias manufactureras","313220_2022","Telas_2022","Fabricación de telas angostas de tejido de trama y pasamanería","visible","integer",FALSE
"Industrias manufactureras","313230_2022","Telas_2022","Fabricación de telas no tejidas (comprimidas)","visible","integer",FALSE
"Industrias manufactureras","313240_2022","Telas_2022","Fabricación de telas de tejido de punto","visible","integer",FALSE
"Industrias manufactureras","313310_2022","Acabado_2022","Acabado de productos textiles","visible","integer",FALSE
"Industrias manufactureras","313320_2022","Telas_2022","Fabricación de telas recubiertas","visible","integer",FALSE
"Industrias manufactureras","314110_2022","Alfombras_2022","Fabricación de alfombras y tapetes","visible","integer",FALSE
"Industrias manufactureras","314120_2022","Confección_2022","Confección de cortinas, blancos y similares","visible","integer",FALSE
"Industrias manufactureras","314911_2022","Confección_2022","Confección de costales","visible","integer",FALSE
"Industrias manufactureras","314912_2022","Confección_2022","Confección de productos de textiles recubiertos y de materiales sucedáneos","visible","integer",FALSE
"Industrias manufactureras","314991_2022","Confección_2022","Confección, bordado y deshilado de productos textiles","visible","integer",FALSE
"Industrias manufactureras","314992_2022","Redes_2022","Fabricación de redes y otros productos de cordelería","visible","integer",FALSE
"Industrias manufactureras","314993_2022","Borras_2022","Fabricación de borras y estopas","visible","integer",FALSE
"Industrias manufactureras","314999_2022","Banderas_2022","Fabricación de banderas y otros productos textiles no clasificados en otra parte","visible","integer",FALSE
NA,"315110_2022","NA_2022",NA,"visible","integer",FALSE
NA,"315191_2022","NA_2022",NA,"visible","integer",FALSE
NA,"315192_2022","NA_2022",NA,"visible","integer",FALSE
"Industrias manufactureras","315210_2022","Confección_2022","Confección de prendas de vestir de cuero, piel y materiales sucedáneos","visible","integer",FALSE
"Industrias manufactureras","315221_2022","Confección_2022","Confección en serie de ropa interior y de dormir","visible","integer",FALSE
"Industrias manufactureras","315222_2022","Confección_2022","Confección en serie de camisas","visible","integer",FALSE
"Industrias manufactureras","315223_2022","Confección_2022","Confección en serie de uniformes","visible","integer",FALSE
"Industrias manufactureras","315224_2022","Confección_2022","Confección en serie de disfraces y trajes típicos","visible","integer",FALSE
"Industrias manufactureras","315225_2022","Confección_2022","Confección de prendas de vestir sobre medida","visible","integer",FALSE
"Industrias manufactureras","315229_2022","Confección_2022","Confección en serie de otra ropa exterior de materiales textiles","visible","integer",FALSE
"Industrias manufactureras","315991_2022","Confección_2022","Confección de sombreros y gorras","visible","integer",FALSE
"Industrias manufactureras","315999_2022","Confección_2022","Confección de otros accesorios y prendas de vestir no clasificados en otra parte","visible","integer",FALSE
"Industrias manufactureras","316110_2022","Curtido_2022","Curtido y acabado de cuero y piel","visible","integer",FALSE
"Industrias manufactureras","316211_2022","Calzado_2022","Fabricación de calzado con corte de piel y cuero","visible","integer",FALSE
"Industrias manufactureras","316212_2022","Calzado_2022","Fabricación de calzado con corte de tela","visible","integer",FALSE
"Industrias manufactureras","316213_2022","Calzado_2022","Fabricación de calzado de plástico","visible","integer",FALSE
"Industrias manufactureras","316214_2022","Calzado_2022","Fabricación de calzado de hule","visible","integer",FALSE
"Industrias manufactureras","316219_2022","Huaraches_2022","Fabricación de huaraches y calzado de otro tipo de materiales","visible","integer",FALSE
"Industrias manufactureras","316991_2022","Bolsos_2022","Fabricación de bolsos de mano, maletas y similares","visible","integer",FALSE
"Industrias manufactureras","316999_2022","Cuero_2022","Fabricación de otros productos de cuero, piel y materiales sucedáneos","visible","integer",FALSE
"Industrias manufactureras","321111_2022","Aserradero_2022","Aserraderos integrados","visible","integer",FALSE
"Industrias manufactureras","321112_2022","Aserrado_2022","Aserrado de tablas y tablones","visible","integer",FALSE
"Industrias manufactureras","321113_2022","Tratamient_2022","Tratamiento de la madera y fabricación de postes y durmientes","visible","integer",FALSE
"Industrias manufactureras","321210_2022","Laminados_2022","Fabricación de laminados y aglutinados de madera","visible","integer",FALSE
"Industrias manufactureras","321910_2022","Madera_2022","Fabricación de productos de madera para la construcción","visible","integer",FALSE
"Industrias manufactureras","321920_2022","Productos_2022","Fabricación de productos para embalaje y envases de madera","visible","integer",FALSE
"Industrias manufactureras","321991_2022","Materiales_2022","Fabricación de productos de materiales trenzables, excepto palma","visible","integer",FALSE
"Industrias manufactureras","321992_2022","Artículos_2022","Fabricación de artículos y utensilios de madera para el hogar","visible","integer",FALSE
"Industrias manufactureras","321993_2022","Madera_2022","Fabricación de productos de madera de uso industrial","visible","integer",FALSE
"Industrias manufactureras","321999_2022","Madera_2022","Fabricación de otros productos de madera","visible","integer",FALSE
"Industrias manufactureras","322110_2022","Pulpa_2022","Fabricación de pulpa","visible","integer",FALSE
"Industrias manufactureras","322121_2022","Papel_2022","Fabricación de papel en plantas integradas","visible","integer",FALSE
"Industrias manufactureras","322122_2022","Papel_2022","Fabricación de papel a partir de pulpa","visible","integer",FALSE
"Industrias manufactureras","322131_2022","Cartón_2022","Fabricación de cartón en plantas integradas","visible","integer",FALSE
"Industrias manufactureras","322132_2022","Cartón_2022","Fabricación de cartón y cartoncillo a partir de pulpa","visible","integer",FALSE
"Industrias manufactureras","322210_2022","Envases_2022","Fabricación de envases de cartón","visible","integer",FALSE
"Industrias manufactureras","322220_2022","Bolsas_2022","Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados","visible","integer",FALSE
"Industrias manufactureras","322230_2022","Papelería_2022","Fabricación de productos de papelería","visible","integer",FALSE
"Industrias manufactureras","322291_2022","Pañales_2022","Fabricación de pañales desechables y productos sanitarios","visible","integer",FALSE
"Industrias manufactureras","322299_2022","Cartón_2022","Fabricación de otros productos de cartón y papel","visible","integer",FALSE
"Industrias manufactureras","323111_2022","Impresión_2022","Impresión de libros, periódicos y revistas","visible","integer",FALSE
"Industrias manufactureras","323119_2022","Impresión_2022","Impresión de formas continuas y otros impresos","visible","integer",FALSE
"Industrias manufactureras","323120_2022","Industrias_2022","Industrias conexas a la impresión","visible","integer",FALSE
"Industrias manufactureras","324110_2022","Refinación_2022","Refinación de petróleo","visible","integer",FALSE
"Industrias manufactureras","324120_2022","Asfalto_2022","Fabricación de productos de asfalto","visible","integer",FALSE
"Industrias manufactureras","324191_2022","Aceites_2022","Fabricación de aceites y grasas lubricantes","visible","integer",FALSE
"Industrias manufactureras","324199_2022","Coque_2022","Fabricación de coque y otros productos derivados del petróleo refinado y del carbón mineral","visible","integer",FALSE
"Industrias manufactureras","325110_2022","Petroquími_2022","Fabricación de petroquímicos básicos del gas natural y del petróleo refinado","visible","integer",FALSE
"Industrias manufactureras","325120_2022","Gases_2022","Fabricación de gases industriales","visible","integer",FALSE
"Industrias manufactureras","325130_2022","Pigmentos_2022","Fabricación de pigmentos y colorantes sintéticos","visible","integer",FALSE
"Industrias manufactureras","325180_2022","Productos_2022","Fabricación de otros productos químicos básicos inorgánicos","visible","integer",FALSE
"Industrias manufactureras","325190_2022","Productos_2022","Fabricación de otros productos químicos básicos orgánicos","visible","integer",FALSE
"Industrias manufactureras","325211_2022","Resinas_2022","Fabricación de resinas sintéticas","visible","integer",FALSE
"Industrias manufactureras","325212_2022","Hules_2022","Fabricación de hules sintéticos","visible","integer",FALSE
"Industrias manufactureras","325220_2022","Fibras_2022","Fabricación de fibras químicas","visible","integer",FALSE
"Industrias manufactureras","325310_2022","Fertilizan_2022","Fabricación de fertilizantes y composta","visible","integer",FALSE
"Industrias manufactureras","325320_2022","Plaguicida_2022","Fabricación de plaguicidas y otros agroquímicos, excepto fertilizantes y composta","visible","integer",FALSE
"Industrias manufactureras","325411_2022","Materias_2022","Fabricación de materias primas para la industria farmacéutica","visible","integer",FALSE
"Industrias manufactureras","325412_2022","Preparacio_2022","Fabricación de preparaciones farmacéuticas","visible","integer",FALSE
"Industrias manufactureras","325510_2022","Pinturas_2022","Fabricación de pinturas y recubrimientos","visible","integer",FALSE
"Industrias manufactureras","325520_2022","Adhesivos_2022","Fabricación de adhesivos","visible","integer",FALSE
"Industrias manufactureras","325610_2022","Jabones_2022","Fabricación de jabones, limpiadores y dentífricos","visible","integer",FALSE
"Industrias manufactureras","325620_2022","Cosméticos_2022","Fabricación de cosméticos, perfumes y otras preparaciones de tocador","visible","integer",FALSE
"Industrias manufactureras","325910_2022","Tintas_2022","Fabricación de tintas para impresión","visible","integer",FALSE
"Industrias manufactureras","325920_2022","Explosivos_2022","Fabricación de explosivos","visible","integer",FALSE
"Industrias manufactureras","325991_2022","Cerillos_2022","Fabricación de cerillos","visible","integer",FALSE
"Industrias manufactureras","325992_2022","Películas_2022","Fabricación de películas, placas y papel fotosensible para fotografía","visible","integer",FALSE
"Industrias manufactureras","325993_2022","Resinas_2022","Fabricación de resinas de plásticos reciclados","visible","integer",FALSE
"Industrias manufactureras","325999_2022","Productos_2022","Fabricación de otros productos químicos","visible","integer",FALSE
"Industrias manufactureras","326110_2022","Bolsas_2022","Fabricación de bolsas y películas de plástico","visible","integer",FALSE
"Industrias manufactureras","326120_2022","Tubería_2022","Fabricación de tubería y conexiones, y tubos para embalaje","visible","integer",FALSE
"Industrias manufactureras","326130_2022","Laminados_2022","Fabricación de laminados de plástico","visible","integer",FALSE
"Industrias manufactureras","326140_2022","Espumas_2022","Fabricación de espumas y productos de poliestireno","visible","integer",FALSE
"Industrias manufactureras","326150_2022","Espumas_2022","Fabricación de espumas y productos de uretano","visible","integer",FALSE
"Industrias manufactureras","326160_2022","Botellas_2022","Fabricación de botellas de plástico","visible","integer",FALSE
"Industrias manufactureras","326191_2022","Plástico_2022","Fabricación de productos de plástico para el hogar con y sin reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326192_2022","Autopartes_2022","Fabricación de autopartes de plástico con y sin reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326193_2022","Envases_2022","Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326194_2022","Plástico_2022","Fabricación de otros productos de plástico de uso industrial sin reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326198_2022","Plástico_2022","Fabricación de otros productos de plástico con reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326199_2022","Plástico_2022","Fabricación de otros productos de plástico sin reforzamiento","visible","integer",FALSE
"Industrias manufactureras","326211_2022","Llantas_2022","Fabricación de llantas y cámaras","visible","integer",FALSE
"Industrias manufactureras","326212_2022","Revitaliza_2022","Revitalización de llantas","visible","integer",FALSE
"Industrias manufactureras","326220_2022","Bandas_2022","Fabricación de bandas y mangueras de hule y de plástico","visible","integer",FALSE
